# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Jun 19 09:06:56 CEST 2024 [seed=1718780815822]
# -overwrite ALL_030624_2.xml
# keywords: skygrid discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.cutOff	gtr.rates.rateAC	gtr.rates.rateAG	gtr.rates.rateAT	gtr.rates.rateCG	gtr.rates.rateCT	gtr.rates.rateGT	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	location.halfDF	treeLikelihood	branchRates	location.traitLikelihood	skygrid
0	-259434.42550920954	-3381.9127416141732	-256052.51276759536	188.30114214553006	1835.870989002011	911.0863509414969	0.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.3	1.0	1.0	1.0	1.0	1.0	1.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	0.3333333333333333	1.0529220078898653	0.31877442555203317	-0.041334892923981785	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	20.802021614096898	0.5	-246656.8966986532	-404.9828703297238	-9395.616068942163	-1930.0434795600568
100000	-24671.556725228897	-817.1507897660724	-23854.405935462823	198.01924326495515	1826.152887882586	1683.049581640309	0.07269988476672537	16.370875536742847	16.52922925986053	17.506680703643706	21.95306301460446	24.08776938686766	19.326262660621687	14.927401738466692	13.627278518334727	7.714932715708292	6.204132250997541	5.344352187800521	4.928832721465224	1.8671008880609485	5.053304330860363	5.920142615158943	0.3	0.8604469539675252	1.3637149964933712	0.8061352078843109	0.9108520789552739	1.1841975173852601	0.8746532453142591	0.3304779255097544	0.186865645203821	0.25015424589448226	0.2325021833919421	0.04011632234828645	0.004310898295506176	0.2472896245167965	2.5525783773673347E-5	2.02170264601789	0.415528806966216	0.017551485829078027	-0.0016623026269366574	-0.0016623026269366574	0.0046935074261757505	0.18314893290367162	58.952715586807315	20.879322239583022	20.879322239583022	220.4551219919111	6.903074609305287	4.02867834935427	-23679.906665778846	-404.9828703297238	-174.49926968397457	-336.16567334837816
200000	-24504.480805718453	-759.1662510021642	-23745.31455471629	67.95113100100797	1956.221000146533	618.526768426462	9.448844614124082	5.157740910385994	4.936519801205868	4.815389110770641	4.556391239353443	4.190000085682112	3.8567228349306437	4.054041232581849	3.874892028680534	3.505397918187657	3.617300586473462	3.358529586458343	3.4071159648545617	3.6630623862891785	4.775589408617156	4.781607332164162	0.3	0.7623710686369869	1.6045512967937063	0.6350680281393146	0.7847972866506974	1.4641695434474584	0.7490427763318362	0.32387681942133834	0.19361002543238362	0.2515381005383411	0.2309750546079368	0.11691596293221121	0.00649457732351893	0.2372642660778487	7.155622903754951E-5	1.9363432219062253	0.012457694504433596	0.03731782293403918	-0.009756766206346516	-0.009756766206346516	0.009353822071547389	0.5222196343552737	36.844959409145666	38.43216730953831	38.432167309538315	146.99591896501607	17.940453257295694	1.808666197820666	-23594.616348863055	-404.9828703297238	-150.69820585323532	-257.714908163891
300000	-24360.1095216419	-676.8482177745183	-23683.261303867384	26.952016080211134	1997.22011506733	184.82548608590793	3.5203140222924345	1.7557632051779932	1.8704646281940374	1.466031066682393	1.3098263229325808	0.5706441932437578	0.820738760502955	1.3730509313424542	2.006932391025427	3.175376602377177	2.7243310182095506	3.212803896335726	2.741599504289605	1.958806971432215	2.5153900697702407	3.2699360642059374	0.3	0.699098754624299	1.7136401056247346	0.5605382799655132	0.6252273347979429	1.593533579532559	0.8079619454549494	0.3179924444918305	0.19780069996719263	0.25658299057160167	0.22762386496937542	0.03850665764638823	0.008397394488723767	0.12906179875249846	2.2284460530058533E-4	2.725794304745509	0.4121871830321882	0.09118845890232447	-0.025301299368794092	-0.025301299368794092	0.02150825936748294	0.5713079332106205	16.279961518365393	19.150976982886114	19.150976982886114	69.02207084657354	60.91547675844866	0.7435104235324946	-23550.35254632909	-404.9828703297238	-132.9087575382942	-190.5519128045324
400000	-24322.47855315414	-692.3671716160748	-23630.111381538063	23.914390478349464	2000.2577406691914	177.72025291748713	8.234456004205695	-0.3055609308744558	0.35204177949449766	0.1527030352311609	0.32649422645130777	0.8174622498521056	1.173051774146084	1.73561319147091	1.843807501887445	2.2784768740981933	2.5307163661737087	2.658666471977134	3.004059051197106	3.0630353479586923	3.4907102672044044	3.415534011635681	0.3	0.6777817232494002	1.8080121595610605	0.4560573302281392	0.5860198489194844	1.746110539115103	0.7260183989268114	0.3280871765646837	0.19461555810974934	0.24740846432291308	0.22988880100265444	0.10305865777874125	0.0066489660417576	0.13268902757185716	2.2954791639958458E-4	3.749484961605696	0.3650264476727987	0.2101712186817786	-0.029980112768246487	-0.029980112768246487	0.04366366965775331	0.31295833639414833	5.274638958247273	3.621644081212942	3.6216440812129416	25.389008909478303	52.78063219392999	0.5956534110547993	-23512.478938251894	-404.9828703297238	-117.63244328616966	-195.29065291917854
500000	-24313.378614439374	-668.9270490545791	-23644.451565384796	12.897662445494785	2011.2744687020463	99.55911242866623	2.288535933358394	0.9839299701080902	1.2721060859946438	2.0225341439127322	1.0285644772673952	1.248231078876079	2.252459245251437	2.514222016549644	1.842825159451395	2.478519224713153	3.0069460706731808	3.362341663620748	3.2762306716607212	2.6828079385147894	2.950056187805086	2.994639122851949	0.3	0.639841492707951	1.9212382772274736	0.4370747934021556	0.5967412627915859	1.8056690397694786	0.5994351341013537	0.32138798903062116	0.1985251468858594	0.24841199868919328	0.23167486539432688	0.0067712869510582075	0.007001970744129928	0.08183450182068774	4.0474173917236017E-4	2.863628557222646	0.21663518281339494	0.23031461616901291	-0.10064288444835781	-0.10064288444835781	0.08874120951467791	0.7039789178094482	8.607789557589069	9.76223757302889	9.76223757302889	22.340238079489502	97.57597131962255	0.7072751386386766	-23516.15700147865	-404.9828703297238	-128.29456390614564	-172.1981535763087
600000	-24250.838961751342	-634.2767827536622	-23616.56217899768	4.803858206519574	2019.3682729410214	41.218689704988876	5.097157654833955	2.1031503113821692	1.6211007643607023	1.9051440533205775	2.9354897871623087	2.3360165790424987	1.9972043101245889	1.7821284583233006	1.3029663322953402	1.6492805271625663	1.5471672953253595	2.278422281877775	2.3481022651450774	1.877115194219013	2.229044283474787	1.9183922129982096	0.3	0.6599310754732651	2.073290151630289	0.39580853837268387	0.46129832164023005	1.958470322757213	0.451201590126318	0.32222311335909604	0.1999711854083089	0.25358643340982245	0.22421926782277346	0.007308752311679292	0.006535800038289766	0.036598284676020124	9.735921044482708E-4	1.4395098311943875	0.18291273566803473	0.35852909099230257	-0.0709416425207414	-0.0709416425207414	0.058420480872562006	0.4901810026324299	3.67130582106934	4.458170512337246	4.458170512337246	22.530967207442895	237.23224642566134	0.5349736263116148	-23487.397497070626	-404.9828703297238	-129.16468192705528	-140.08352371402677
700000	-24139.394559748678	-530.9457668622294	-23608.448792886447	1.3995549004475056	2022.7725762470934	12.506468059074514	1122.1537022391246	0.4791180033412986	0.48473216087525284	0.4811085657731263	0.4453334582330941	0.44884248018497563	0.4777870107500125	0.467161738650685	0.49898817117556027	0.4575692598885456	0.5245343521204616	0.5363124380955455	0.4996638376715755	0.43340154653020635	0.41570115269206004	0.44640585432303204	0.3	0.5985300920351777	2.098254052977961	0.3617720747467499	0.29525479844407976	2.1842766928657396	0.46191228893028996	0.3263810314103048	0.20172780980238125	0.23971056568805565	0.23218059309925915	0.04606510552511857	0.005590253045454133	0.0069721049945501825	0.0031733055266116488	1.0985640072077525	0.04438168965284797	0.675534261795159	-0.24021170006739961	-0.24021170006739961	0.28729741233895356	0.5452612181493544	2.1066322106345527	1.7613723027071573	1.7613723027071573	4.953411253164857	779.4039809297223	0.3882539469428228	-23495.272510994273	-404.9828703297238	-113.17628189217385	-47.76004140306246
800000	-24109.625660847458	-523.8134103613888	-23585.81225048607	0.8155159885889681	2023.356615158952	8.795452162518767	94.49032745953089	0.5368377498230622	0.3435531719169441	0.30604074225984956	0.13869913081027074	0.27597064553905865	0.3008309240980599	0.41552236497157635	0.5253395723513161	0.6086177147561449	0.47428595454813166	0.4743682484170613	0.32946516992206976	0.1740949686322364	0.11148681812557842	0.22811574802377083	0.3	0.679944337249949	2.2111122838735064	0.35794550863655633	0.1744873828468354	2.2175816051479944	0.3589288822451581	0.325139148701975	0.19672265376326953	0.24622555507198043	0.23191264246277576	0.09355602384710177	0.004994761772133609	0.003933865406668194	0.004539036538970026	0.7531407516651715	-0.07490525781801248	2.0879295305668015	-0.4458422643537699	-0.4458422643537699	0.37336427817060464	0.5049599512399253	0.6428636732144286	0.7676572518963288	0.7676572518963288	3.5950253570314072	1044.3808002014712	0.33981255318743303	-23475.42294973603	-404.9828703297238	-110.38930075004194	-53.298389558793914
900000	-24102.043799827723	-505.661301164638	-23596.382498663086	0.5502562898263577	2023.6218748577146	7.286647835257774	5.23947174477051	2.503910970375677	2.0557094666014644	2.8736630202092437	1.8219311268504943	1.4278164323238978	0.9221915794017912	0.4787722509585295	0.12176447385638411	0.6769735805734236	0.8088123943454903	1.0068646353069552	0.9575442252331924	1.2866264360498443	0.8799291182216069	-0.3779518607975484	0.3	0.6278020187485536	2.19271436982416	0.2290164204281311	0.09977277399297832	2.482427863890307	0.36826655311587053	0.3201110562884099	0.1999536391869293	0.2535475810180229	0.22638772350663844	0.02751367728651832	0.006452932566463381	0.004595143786202421	0.005330429684633374	0.6335211391101735	-0.3259351078459216	1.9520153412306818	-0.5555904388685385	-0.5555904388685385	0.3690206846860937	0.6546177769733326	0.8964356241386287	1.3496562184752285	1.3496562184752283	4.741891615731009	1291.3661440083317	0.36763565944689486	-23475.6670142024	-404.9828703297238	-120.71548446068381	-62.139906318375054
1000000	-24053.189818196508	-498.80321973762415	-23554.386598458885	0.46406406455880334	2023.708067082982	6.277674248082158	0.7831475872992198	1.8095560077857846	0.9656950375676854	0.18125729002598528	-0.2695487199237359	0.5651531944580331	0.23029386828008513	0.7143576968996355	-0.24528722898133526	0.9074129297819579	1.7886457827353504	0.1673295880735417	0.4635008931629967	0.8642508203912905	-0.4234804686410338	-1.1706840291472718	0.3	0.45686637065524005	2.2406709162834093	0.31137490411071633	0.08776405941179054	2.5050526583393236	0.3982710911995205	0.3261778876693631	0.1930045741334241	0.2498917436137508	0.23092579458346232	0.00713796382508052	0.007321487601999638	0.004239512497440309	0.006424002487961105	0.5378179746000656	-0.06068875011533281	2.4602580039484074	-0.4303389099130176	-0.4303389099130176	0.6595045047364443	0.3378402622725917	0.4588305373619928	0.29939542772656486	0.2993954277265649	1.7116509347451796	1396.8743934952292	0.2640891035609598	-23453.647540552156	-404.9828703297238	-100.73905790673001	-56.743547175201726
1100000	-24058.517513191346	-505.3684237925571	-23553.14908939879	0.4396011172947401	2023.7325300302462	5.540024684090138	0.5403943768240006	-0.4177552698234913	1.8672306880862726	-0.38512704253409724	0.13281797942074863	0.052520284628556235	2.431584777796526	0.6691113284920729	0.9483802714573608	0.6281886252401967	1.424554148442075	1.3100977211013332	0.36644843436894753	0.6998081630198723	-0.11472055172848956	-1.4303320482358286	0.3	0.44926339485078265	2.2668644979042445	0.3493122209008846	0.0586375042344952	2.4329275655976197	0.44299481651197403	0.3235804833871222	0.1958634316639346	0.24800670789053544	0.23254937705840767	0.054841038943075855	0.008400719829484553	0.005158756067379382	0.007540435207170492	0.5838026306103196	-0.03329051826944321	2.6751955762909083	-0.5737053765637301	-0.5737053765637301	0.44015483796573074	0.5286989054101048	0.5188287806050824	0.6762503448214155	0.6762503448214154	3.1533640869243063	1635.6640957518102	0.3014635595719216	-23450.943827672	-404.9828703297238	-102.20526172679092	-44.890326507989705
1200000	-24078.61474819736	-501.08591728125197	-23577.528830916108	0.4165309154071621	2023.755600232134	5.64616759529651	1.5418408783757582	1.7781035052586334	1.4886958525921374	2.4854301510880927	1.4283253389503434	0.32357155053154874	-0.0066977073201855974	0.23275228615248578	0.9079135747000291	1.3822306190508964	1.375289799450275	1.0976703886532002	0.6435666109877853	1.7074815749809154	-0.7357679196366886	-1.6965868928123387	0.3	0.570951469827552	2.2597618860714532	0.2820993535634419	0.04177411262078111	2.424323447025673	0.42108973089110247	0.32507563117216204	0.1992933543323133	0.2489150082441206	0.22671600625140367	0.1706218364853474	0.007318068499380301	0.003251641914398627	0.0067926195198810225	0.4823813420353539	0.11727537518555103	2.69023860682319	-0.3211552569425926	-0.3211552569425926	0.30105525319546605	0.3568588980030112	0.4259594393150617	0.45439869169641034	0.4543986916964103	3.8063860916657695	1651.3282736850558	0.38475351471230274	-23464.148482126682	-404.9828703297238	-113.38034878942612	-44.15991020050707
1300000	-24043.427834325343	-480.66071297796617	-23562.767121347377	0.4199402169865045	2023.7521909305544	5.48495420121198	1.0838018797950593	0.7425581853730039	0.18780687373373106	1.302165943759401	1.368268270962543	0.051557175961831875	0.3380964400555734	-0.31699480157244064	-0.05954663819158551	0.8880461046935136	1.4196013786176622	1.413829582275066	1.679206601741392	1.5858767249651247	0.8113597674731702	-1.8412523292784624	0.3	0.49604361469334257	2.1737167050492583	0.39266935434349587	0.07163369745379211	2.5292933922473178	0.33664323621279507	0.3226614929566658	0.19512002396444178	0.25406085217287083	0.22815763090602112	0.04290486017855592	0.008105953130389486	0.003528051026822333	0.00759934110762376	0.4570628333423274	-0.11924409640876277	2.9739221036209944	-0.36497745150463873	-0.36497745150463873	0.5318831450221182	0.2901971386126152	0.36717794853719166	0.25195698182959486	0.2519569818295948	2.053004738609563	1632.4259106609318	0.30348067808267887	-23452.08322551549	-404.9828703297238	-110.68389583188747	-34.03716694114682
1400000	-24069.885321349408	-489.83868001672096	-23580.046641332687	0.39196013690125875	2023.7801710106398	4.907339920919725	1.1441727005416369	-2.0414577666824054	-1.8556974812335656	-1.081084793391746	0.7897430322069408	-0.25948897690144385	-0.09244202102646604	0.6099140365008828	0.704464654464229	0.9028385085416845	1.4593881766789831	0.3322534411928223	0.7557655938986559	1.5762727374618364	-0.7087218360878605	-2.607881944750439	0.3	0.41814590785863043	2.175935252094604	0.276803050818873	0.0687405063030454	2.7012595337528587	0.3591157491719901	0.3236829729423274	0.19731908824530633	0.2498060968112362	0.22919184200112924	0.00933791202953421	0.009345612393487657	0.005465312474367722	0.008055100096657724	0.5521661099607802	0.12048883746399032	3.518900163606746	-0.5955020111949709	-0.5955020111949709	0.5047971197632608	0.44680839635276437	0.3550638471168929	0.41886379058560175	0.4188637905856018	2.47512155040907	1871.836109001909	0.23939394204971415	-23472.10448458597	-404.9828703297238	-107.9421567467175	-25.480514028970077
1500000	-24049.734203636628	-456.76100087268065	-23592.973202763947	0.37644663475579454	2023.795684512785	5.004965472253665	0.6382604026297192	1.9018675883194605	1.4310376644936662	0.5645082275905688	0.02384928412321574	0.5755858540272782	0.15585113270802148	-0.2930797514537807	0.978513146646456	1.0327325874343671	1.763322405895077	1.3302130307772193	0.2791801144809824	1.3746368527057184	0.1333580057905871	-2.4250253273505953	0.3	0.3976714914591794	2.2747011257441097	0.2683884221689034	0.10521635876403246	2.5404980918438356	0.41352451001994156	0.3266134812116995	0.19710684224037428	0.24655436916115947	0.2297253073867659	0.07534485518986203	0.009912598906827814	0.006924035258694768	0.008004323282577733	0.6782054090265518	-0.03844881309822895	2.095418682651018	-0.01244076791921705	-0.01244076791921705	0.670002590954895	0.01049961903407691	0.4772842117114324	0.00886232708584872	0.00886232708584872	1.4926960994719904	1881.0905687644085	0.31183329859641096	-23467.302543440725	-404.9828703297238	-125.67065932322154	-23.496713708061563
1600000	-24090.132782379034	-486.1781512654624	-23603.95463111357	0.41398234031973025	2023.7581488072212	5.835728814607817	0.7117594714779308	1.99083359273813	1.9178572537082046	1.124867499851324	1.6724055074353523	1.4165367558953406	0.601901939993771	-0.25525205142922613	-0.11199758187767811	0.8356076667863511	0.8351961078793472	1.3407503344800404	0.3279774086355374	0.39878182484036495	0.6798057615310498	-1.3582518729748916	0.3	0.29801828285387666	2.413746898916754	0.2966423220111575	0.050067185011890655	2.55381207422626	0.3877132369800611	0.32316812534552875	0.1945394372238044	0.2476245653532928	0.23466787207737333	0.09394472851372876	0.007258529105133841	0.0020901436216568155	0.0070872737176774095	0.2646985749120874	0.0013054606363790758	1.4636154028209027	-0.5328611053384545	-0.5328611053384545	0.7439917300419047	0.5106419403102337	0.92423996793215	0.6619583404274724	0.6619583404274724	1.8182081847764633	1685.0829072390184	0.2839929212659996	-23474.80972937166	-404.9828703297238	-129.14490174190968	-49.78536941222721
1700000	-24065.47088646201	-490.40127848027555	-23575.069607981735	0.4181565055319601	2023.753974642009	5.438466098708211	3.6745779386142066	-2.376476798825956	-1.3511698407520738	-0.8076972680002906	0.5009253689868849	0.7482447251123325	0.06107159784754918	0.6271213289979595	1.4903538041263789	1.3986975560226276	1.3372969272108048	0.6629358012165393	0.36292264239246586	0.2385271431743414	-0.7135658896825807	-1.4227338772170277	0.3	0.37275824564375726	2.327646069826589	0.2587698358093856	0.04605447591883685	2.6643013096579273	0.33047006314350197	0.3285082645459615	0.19553087460515797	0.2519408060855865	0.22402005476329337	0.049769035945137145	0.00873467102901613	0.004431756683235529	0.0077949676596080755	0.48747226909259256	-0.045749003507128815	2.9447020174540044	-0.8724347900296867	-0.8724347900296867	0.8625706526394092	0.5474128144511141	0.484897788954384	0.49044295606139354	0.4904429560613936	1.6553768587231015	1724.9599661435761	0.32371166617512587	-23467.06479352656	-404.9828703297238	-108.0048144551783	-41.57715395344099
1800000	-24060.21363713691	-482.5111082205151	-23577.702528916394	0.4659045166162477	2023.7062266309247	6.61232931519694	0.453510588752894	-3.144738255457484	-0.17861569342511274	0.8683839955382805	0.34844071452066433	0.4484931872969687	0.6693835484473549	0.5539957110720155	0.5521982544533275	0.34549903234974255	2.3986344188001723	2.5346372809734223	0.7572285533550697	1.515097100765907	0.2291164105871843	-0.5769827742035303	0.3	0.3001472081607951	2.217084119719058	0.25415638651903194	0.05491616338930073	2.7174488880093963	0.45624723420241986	0.3294006789306403	0.1924376459299512	0.24728176428927284	0.2308799108501352	0.2063805461457491	0.006082271286788678	0.0012103007722296577	0.00611811642870746	0.21055707931117576	0.24697338717430875	6.529024303006469	-1.5323346027622204	-1.5323346027622204	1.5336334189655325	0.4842489463566078	0.20008053575717485	0.19991108989182324	0.19991108989182324	0.8517880898802379	1431.9068942060635	0.21972406055735605	-23474.47556072404	-404.9828703297238	-103.2269681923527	-61.667570314503244
1900000	-24032.529042811566	-465.7039039241651	-23566.8251388874	0.39721656175258035	2023.7749145857883	5.265509514223311	1.0982307051907931	-0.4310364219667159	1.0218464518633663	0.13562694603557687	-0.5284778261315533	-0.24118704745758182	0.16274835765706366	-0.03228570167643512	1.139720654492033	1.164603583737187	0.877342656455737	1.8525179255634598	0.5190585677713303	0.9511713181757592	-0.7579125801785238	-1.465286729202419	0.3	0.41821999429190976	2.0947239957941006	0.2931513136036268	0.06429412877011904	2.669321639971214	0.4602889275690327	0.32994664844214533	0.18629026461405143	0.25326654063360554	0.23049654631019692	0.15011191360573312	0.008018079841044577	0.0028243079218445676	0.0077189013285829	0.3384681446303	0.019426950940289123	7.723446343179542	-2.1650622438772236	-2.1650622438772236	1.820388809343477	0.577407926022469	0.1942332156696699	0.23100944127695844	0.23100944127695844	0.8240820925662272	1824.4786291678752	0.23010246781713092	-23464.5803771216	-404.9828703297238	-102.24476176580154	-40.32118099616332
