# BEAST v1.10.5 Prerelease #23570d1
# Generated Fri Feb 14 10:38:46 CET 2025 [seed=1739525925855]
# -overwrite ALL_021224_2.xml
# keywords: skygrid discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	location.halfDF	treeLikelihood	branchRates	location.traitLikelihood	skygrid
0	-340692.03843698924	-4141.721678938335	-336550.31675805093	296.7784772112624	1727.7023971056774	1145.0406992777182	0.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	0.3333333333333333	0.8853753226314139	0.35171795483210794	0.05804689774150518	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	21.134931207944017	0.5	-274539.87853067706	-494.32454397587907	-62010.4382273739	-2348.0653622996642
100000	-26592.451535972905	-891.1951048776633	-25701.25643109524	288.72918203649124	1735.7516922804487	2421.4793481750976	3.9814277548333457	8.352396597061585	8.048258487191312	6.764023787815962	6.5830633087931085	6.819876093116794	6.393403900146318	6.6308554197646545	6.046522358132288	5.861239940805458	5.457154757705798	5.063419066493953	5.299624407691259	5.698886026427795	5.714462839581474	4.804192455009762	5.637395573939067	6.297037749079673	5.83003045065918	6.313215148463661	6.257063276232201	0.8	7.419480426330021	0.3284481394506835	0.1944798299777917	0.24732101764425005	0.22975101292727465	0.054095189021033024	0.0014947695642521712	0.07374075656234506	2.776061942752948E-5	1.9532356867812752	-0.06637446344785036	0.0034719251448234343	2.0964573833719786E-4	2.0964573833719786E-4	0.0013765343751938274	-0.09589751012964541	290.69799833109977	-44.27321074687115	-44.27321074687116	733.2048571714535	8.675954167854764	17.719313924708576	-25427.76410266315	-494.32454397587907	-273.4923284320912	-395.35555807220936
200000	-26256.2446542283	-950.2799798408953	-25305.964674387404	150.07443200441307	1874.406442312527	1612.6925677488673	0.8010019207719178	1.5976083142601905	1.5865077618838535	0.4253894143693522	0.5541008092063899	1.4717862759089182	1.521362821091003	3.1670060994526374	4.24736069497737	3.9409621408239293	4.0063755249115	4.305074581183141	5.725119176598212	5.598419961359337	6.322038715788062	6.181017400211388	6.56141026848578	4.26348797829413	4.870048359707307	5.9032465318719645	5.928521802556449	0.8	8.851152239804396	0.31949208947442254	0.19577892198479974	0.2508571212063714	0.2338718673344061	0.035752524833300034	8.59994084126498E-4	0.014417026717062293	3.4931444866908314E-5	2.621010175847212	0.2559692172470653	0.009180151089046209	-5.35834665827582E-4	-5.35834665827582E-4	0.0029453340488709194	0.10304777367621747	110.09980161837083	20.03008467935187	20.03008467935187	343.1640679664565	10.279862475522094	2.981054015860826	-25087.00373205885	-494.32454397587907	-218.96094232855415	-384.40659198287676
300000	-26079.961645206004	-931.7417576063801	-25148.219887599622	117.4248854810816	1907.0559888358582	1199.1296001117678	10.380515799190839	3.8117677986131695	3.8152570597007887	3.5394521544075674	3.4973660107364575	3.8566917222567114	3.717120552021161	3.7807300499580876	3.569367870759551	3.3527752766301395	3.5236776055664207	3.3127034208601103	4.377198295771745	4.469973559684417	4.495275035174048	4.816673481879743	4.8928127922534035	4.647923694092573	4.154306504435318	4.424668108651683	5.660626403042574	0.8	9.159760144002867	0.32546361086461734	0.2023157370505749	0.23825325805778289	0.2339673940270245	0.0367656875218913	7.952377033948187E-4	0.010083753337434229	4.660765454811058E-5	3.7351338316073166	-0.05465158212330295	0.011304341693489213	-0.0014763859562198234	-0.0014763859562198234	0.003421766626486232	0.2373843446710374	93.7441963220559	40.447707291224944	40.447707291224944	309.6986272539176	12.152170738553954	2.5750352111316004	-24942.39594684031	-494.32454397587907	-205.82394075931168	-353.8226976684374
400000	-26105.97163023575	-985.9193217732898	-25120.05230846246	217.78567677955192	1806.695197537388	2157.061359837352	0.8854721605119221	8.425447131726086	6.930743639539482	5.756902880250685	6.1783819588850175	6.596587147622415	7.047660673928925	6.189818980580425	5.825310378044991	4.173566074856965	3.5404321990171534	3.7388506005823428	3.6771800562718306	3.7117987763704123	3.295898221307783	5.298251362533028	5.954897626517107	7.120413543634897	6.9187585337225475	4.43404365638245	6.156126475132724	0.8	10.00527788620474	0.3265739091805442	0.19602402006033867	0.24554940231355898	0.23185266844555777	0.07520585763325975	6.483982730773745E-4	0.01041369698257966	2.6989042822815252E-5	3.4583819889331977	0.22087195303787227	0.018332670758227393	-0.003329711937390629	-0.003329711937390629	0.00853701219522513	0.26615880793544305	58.706203362014755	22.897325394792592	22.897325394792592	126.06770062988963	6.384808981460776	1.5032827663363504	-24932.904993179855	-494.32454397587907	-187.1473152826056	-391.9954355241717
500000	-26105.26014341518	-965.8619593081075	-25139.39818410707	140.27732451139173	1884.2035498055482	1458.5126247620722	0.41621374957899177	4.040791221922862	3.774799987215998	3.122284429984239	2.6719216232871723	3.1966978008248335	5.008898646515521	5.4113233505949205	4.410223648397163	5.215464254834336	3.697994423349069	4.209701344018258	4.714644092110526	2.431312559919119	3.2189835117708356	4.304129564579074	4.389321364530439	4.464885237169088	5.17054479522026	5.568033467086657	5.487715836259242	0.8	9.117869408264404	0.31868430452373664	0.19299716625033753	0.2533448095505094	0.23497371967541583	0.07557640253359789	5.171225977707481E-4	0.004751731611443178	3.6781075841990876E-5	2.955196337216082	0.0435068242674327	0.025466723125830752	-0.004254310175592859	-0.004254310175592859	0.00975326220104275	0.26994026339695393	42.35310385862844	18.47415121213907	18.47415121213907	110.58810347290043	9.846569683934893	1.1181458392572443	-24942.855860819647	-494.32454397587907	-196.54232328742472	-376.5090719891497
600000	-26083.941769772726	-954.0425589481467	-25129.89921082458	105.06679161531987	1919.41408270162	1091.8136744612193	2.0939531652061953	5.233135254959351	6.53743666867366	6.784142372495895	6.552235131170197	6.744308731653613	6.4984876541149115	5.987509422559275	6.023158317060997	6.046595015485886	5.731631027849679	4.777267382024713	4.055114240225634	4.66533848406892	4.132188820759122	4.516501350546327	5.857818160079861	6.166960374154127	5.922179652638048	4.951464059078178	5.409503375547335	0.8	8.826588733576243	0.3230911400396774	0.19445249151124808	0.24971793177361012	0.23273843667546387	0.10144791529453637	7.365923959725973E-4	0.009103360106536338	5.057923997402378E-5	2.8529388309421573	0.43286107688611664	0.046322288798651655	-0.0057015891631929825	-0.0057015891631929825	0.009282528756857877	0.27495888863352896	23.35345691029762	14.344347357337883	14.344347357337883	116.53996489334405	12.015090393021136	1.0351476463418043	-24940.455894266954	-494.32454397587907	-189.4433165576259	-353.80559773166704
700000	-26117.31842030441	-963.4782239291446	-25153.840196375266	48.879832668475636	1975.6010416484642	826.6649011900297	0.3038710998080646	7.7268904846623405	9.603712504422848	8.727579230781664	5.744477057114198	7.377234175548413	11.025538710446035	11.497403756346191	8.919068441206605	9.95108979412415	9.176868665572878	7.1998955387836965	9.129983860848293	5.096973916106436	2.0072062827910684	5.22897231811646	5.290046555192911	4.077845878003897	5.265599366586902	6.105203989238412	5.434078411642481	0.8	8.258758994731465	0.32307717002853226	0.19215105848231695	0.25202601655999046	0.23274575492915978	0.12308557819838296	4.684551767118847E-4	0.004481251731874679	6.725969469023601E-5	4.298648944080253	-0.04433689261579331	0.04321664352711175	-0.013447462239158037	-0.013447462239158037	0.017774906092862676	0.48518923781315815	30.26352802659815	22.895628715855384	22.89562871585538	73.58059141158648	15.754747549585801	0.9372806593753304	-24953.81229967635	-494.32454397587907	-200.0278966989164	-368.51970126710813
800000	-26056.64566306837	-928.4526376692053	-25128.193025399167	64.09279259722246	1960.3880817197173	710.2214297157589	5.740122015333088	6.30543059305127	6.820919019152491	6.789195196752084	6.92405947627687	7.679715879460382	7.505933272232491	7.408212249277279	7.097779999308114	6.895159875593522	6.147991647532503	5.0669994956916975	5.053251982423282	4.9631690858116135	4.342283729732123	3.8077898297619037	3.7233782050802233	3.9758114571722034	4.250319875031583	4.559123034061798	5.121639119363003	0.8	8.052507853841158	0.32303732767503074	0.19852459112162	0.24942948803318432	0.2290085931701645	0.0949164525730049	2.1895945282223792E-4	6.588075212816867E-4	7.366858082061694E-5	2.1341367265160254	-0.04210332567865556	0.08388601608431763	-0.028957530275859684	-0.028957530275859684	0.02846338075354249	0.5926161643198211	18.373653349886318	18.69263626005724	18.69263626005724	54.1500180102258	16.542580845472624	0.972615775661891	-24947.98345187707	-494.32454397587907	-180.2095735220985	-330.53735469942364
900000	-26072.511151086183	-925.0736731915831	-25147.4374778946	55.24042317187265	1969.2404511450673	765.2152727957609	305.7972028851383	5.145539465534485	5.143195995835206	5.201230495614162	5.224463430373887	5.193545511617973	5.222597924445983	5.206328781395345	5.211279520103797	5.275173795406213	5.349217271378589	5.288850626776742	5.364156623841584	5.349564283368391	5.283887164905921	5.275549724141538	5.260989251108428	5.297476872696706	5.247836689542371	5.3387505448275885	5.328619360802911	0.8	9.415516225350652	0.3235054379257975	0.19343510672092123	0.2448129737555407	0.23824648159774053	0.0878305812166666	1.3217477245900465E-4	2.0463538265781575E-4	7.399119331626797E-5	1.106231929844342	-0.06997415559045103	0.09419722879347495	-0.03860549241742349	-0.03860549241742349	0.03484728033830073	0.6738226238954876	19.444581716188267	21.541642409873145	21.541642409873145	52.56151111167381	17.175042523968333	0.6458301828693528	-24962.40275724722	-494.32454397587907	-185.03472064738244	-299.28379044929585
