# BEAST v1.10.5 Prerelease #23570d1
# Generated Fri Feb 14 10:38:46 CET 2025 [seed=1739525925855]
# -overwrite ALL_021224_2.xml
# keywords: skygrid discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	location.halfDF	treeLikelihood	branchRates	location.traitLikelihood	skygrid
1000000	-26089.566957872095	-949.3316051728225	-25140.235352699274	76.09471480306897	1948.386159513871	1191.6946164997094	81.02018470830738	7.337587359691763	7.318769568256441	7.222273123279316	7.227946835552952	7.280341045517603	7.090658721363324	6.9835328969331005	6.89523052586077	6.820172984307655	6.782325306509102	6.5004612805629165	6.3987410383585495	6.373513006136938	6.278938023630791	6.2669105037617125	5.955832017803028	6.003546267906093	5.824866787643318	5.840862427444098	5.8467332907009855	0.8	7.897155385888693	0.3333233286188862	0.192977622774048	0.24629701814674584	0.2274020304603201	0.015376427631282729	9.734679835846831E-5	1.5591174393344336E-4	4.873876163278363E-5	0.8535386438605808	0.001654793986502354	0.07148934084125459	-0.010295367461813316	-0.010295367461813316	0.01489899592738445	0.3154588421524088	15.53394909676314	10.734126974981676	10.734126974981677	74.5360148429916	11.4204236130136	0.7666603781993859	-24945.078559750687	-494.32454397587907	-195.15679294858722	-343.9451287957277
1100000	-26080.40477275072	-942.1700386429416	-25138.23473410778	113.67305496708045	1910.8078193498595	1085.1923374568607	28.78400652836349	6.654204257762215	6.371053787648739	6.188396384090643	6.15234592287821	6.076051514916796	5.997935030154413	5.902613031724116	5.797340877201024	5.43573466420351	5.373989563345916	5.247752017059156	5.401950232113342	5.586823003804977	5.587981255672573	5.759881567825968	5.781684508533889	6.072545073540147	5.843659103213916	5.696182707309984	5.497065068178796	0.8	9.87271285428654	0.3295623943211386	0.19293530795398656	0.24711920158583023	0.230383096139045	0.16638547922867597	1.0866364064425778E-4	1.7681127300915218E-4	4.9810876469576515E-5	1.219422071957914	0.04838280520305811	0.05094232305597009	-0.004801281242602712	-0.004801281242602712	0.021027483222451255	0.1466979773212281	20.061778579257695	4.580778411131706	4.580778411131706	48.60275453082722	12.082637796669628	0.8943447667723718	-24943.72864271702	-494.32454397587907	-194.50609139076104	-336.4351489792225
1200000	-26064.758699815247	-935.4349561870773	-25129.32374362817	17.490999234950277	2006.9898750819896	324.6901119168592	1.5441006887193232	1.5895153633672856	2.031452174292897	1.5901015232825464	3.3482749263330884	3.2425042188207405	3.606670163648887	5.583405673315854	4.705199680418983	6.249749615564116	6.735294473425071	7.681269548160711	8.25309308356944	7.835288680931763	8.389577166317917	8.730571843712207	7.708763911996426	6.972265614521366	6.618868423912951	5.742676118779908	4.46208185072165	0.8	9.229823616392604	0.324159344824338	0.19610656045513475	0.24355934896764123	0.23617474575288605	0.00529124537222173	1.8725796834211285E-4	1.218333974666133E-4	1.756137151095237E-4	0.5869720863205283	0.16672399974491267	0.08670778842148613	-0.013230971122030713	-0.013230971122030713	0.020373700732638132	0.3147949130024795	12.801571823021819	8.31352287587428	8.313522875874282	54.481804541030186	40.926703932620796	0.7647995136698907	-24933.52396650649	-494.32454397587907	-195.79977712167855	-315.6761527612225
1300000	-26034.273881090692	-909.9282343322708	-25124.345646758422	17.444624721402864	2007.0362495955371	199.5148667487879	1.5845531620407918	7.09200175146643	6.700402730918121	6.394657002076072	6.435401811570724	7.17222299048637	5.940938099939579	3.5007279916697955	4.027627601436883	4.541435843219346	3.9017322688755067	4.4062427858251425	4.252248343867651	3.970358716843158	3.955018319480004	4.873933028924021	5.706069096465722	6.002381754475536	5.81922550868758	4.773638182266603	3.8319187894604996	0.8	8.555699682763205	0.32147999144080286	0.19444803540444303	0.2461899335018585	0.23788203965289548	0.06290899787949596	3.614396914329664E-4	2.97774305296958E-4	2.727317707757698E-4	0.6071370665966385	-0.04716384264910292	0.12723822847787147	-0.024962300094168294	-0.024962300094168294	0.015149784649896775	0.5685551048411184	11.613343474862647	19.13530598721401	19.13530598721401	97.53678250843254	67.9426723829417	0.637499909350121	-24932.834077079573	-494.32454397587907	-191.51156967884725	-285.1943654433291
1400000	-25998.091917566537	-858.4898243169878	-25139.60209324955	16.817725924771008	2007.663148392169	203.00900968963361	28.03432679403904	5.807863139752765	5.927838583518662	5.629017056541571	5.549158791991399	5.584528018339197	5.327767817532987	5.329162879376342	5.188464029774889	5.245526587171895	4.785542605946837	4.654215649779845	4.433335780136182	4.090966901343738	4.326287427759362	4.211861364285846	4.2101318274784	3.963344902457083	4.059875691585079	3.959663375919657	3.833665199827845	0.8	7.753042047357506	0.32660404923532027	0.201238724391302	0.24233206435313612	0.22982516202024142	0.02226852528477071	4.0439469681961403E-4	3.298385772349513E-4	2.889201490030237E-4	0.69344676302562	0.20082700584296986	0.23944517379521213	-0.05477771281601199	-0.05477771281601199	0.024783667013538922	0.711079352272351	8.447830308140965	18.67168495626387	18.67168495626387	81.61795408323775	69.90511113888876	0.6628482636024501	-24952.460255299928	-494.32454397587907	-187.14183794962037	-259.2441669779966
1500000	-25957.34656210228	-852.0039486249133	-25105.34261347737	16.029202758241855	2008.451671558698	194.0324411446811	3.0956005939494964	4.077780364033142	3.195947650592207	3.26080440153385	3.530815624360317	3.236176225245063	3.586965214860939	3.654608962906516	3.9237735968857557	3.57498879350781	3.3362652909426433	3.368723908021283	4.080186151276536	4.181111111193954	3.6960229673603386	3.8438243127337053	4.675908029464811	4.682684895673525	4.095869358918979	3.4787967018093044	3.949954586683103	0.8	9.593090181477189	0.3260173792624052	0.19470068224689638	0.25007669746070743	0.22920524102999065	0.0739764285428713	3.132499986107548E-4	1.179129288870398E-4	3.13301126514692E-4	0.3500935380499718	-0.04588953747022291	0.5242154394080271	-0.09280968647050238	-0.09280968647050238	0.09696651459239639	0.4116494210261101	2.2968210125604798	2.1983592887777714	2.198359288777772	12.41695694026106	63.891848056677354	0.4543380415080358	-24940.468010858265	-494.32454397587907	-164.8746026191037	-280.5771584382753
1600000	-25908.140570561984	-811.5493069637917	-25096.59126359819	3.50565154078256	2020.9752227761574	66.78312805998122	2.172625334309424	1.3031905065351372	1.5614001221842528	2.9018923384123023	3.428906766629545	4.2238902509278615	3.44029300045443	4.15394893980213	3.629666645390508	2.6923378848761446	2.549856609807836	3.445918243642114	3.887354225231067	3.018562601257562	3.6743113578886906	3.128395502744514	3.8976253790464277	3.4573717006869544	2.9176863351688773	3.680995588592633	2.8835674511139295	0.8	9.102631590916465	0.3218452233585162	0.19285934961485565	0.24886871512895484	0.23642671189767256	0.06306326826734143	0.0010446202432871183	6.890666898541403E-4	8.668034627506569E-4	0.5698476107760713	-0.13198454707149898	0.6492361132003492	-0.14084064295258156	-0.14084064295258156	0.12771095640111765	0.48911680650419703	2.024635976725447	2.2327844121011093	2.23278441210111	10.292513886172092	191.0806225418025	0.3341507731997119	-24930.901234302168	-494.32454397587907	-165.69002929602308	-231.71240243789677
1700000	-25866.20188339533	-744.5370501519324	-25121.664833243398	2.6480549426447197	2021.8328193742952	34.93621489314124	1.2938298039776406	6.624997251332889	5.173347789280447	4.666105334157988	4.6682551987542436	5.555882540031198	4.121336055621476	4.668470688984597	4.927017407996441	5.26810013948218	3.828134134129613	4.058816658677141	2.7190751907071307	2.4553904572476655	2.256523744706777	2.8938551947414313	3.530687700502546	3.9604701382955887	4.162235772897084	2.839696976365489	1.5529246949398234	0.8	7.242589764156534	0.33220568228531366	0.19008937605860415	0.24432410347916445	0.233380838176917	0.059679563712906024	0.0017361998816545203	7.422184591837545E-4	0.00157861906031105	0.4365223544631614	-0.03183598917156375	0.6297697056891784	-0.14261054981274432	-0.14261054981274432	0.09432876002039375	0.5851116006275211	2.4144993803631642	3.6503510072821586	3.6503510072821586	16.119988896591735	370.56782133978646	0.3134577702099302	-24942.917556935983	-494.32454397587907	-178.74727630741344	-177.21317990254863
1800000	-25826.27869785542	-699.6357188880345	-25126.642978967386	1.9319145971834357	2022.5489597197566	31.26279535907002	0.5246731923902622	1.3152373017862455	2.723259903757656	2.562564983955216	5.649673468473911	3.6439405974409658	3.4619274254128674	2.811152543457701	2.7346513025352	4.418480701284243	3.8705937691137633	3.542936383417798	3.48721228580792	2.536492444493372	1.1672348009714018	2.878202862406005	4.068670812848782	4.653414454862959	5.310721189911395	3.3169252709972663	1.45429233036275	0.8	8.282084887141902	0.32182614404734794	0.19808434269791653	0.2523008576754548	0.22778865557927988	0.07740055767515819	0.001767019245524606	7.571834627604991E-4	0.0018349386785087316	0.4161084545589004	-0.028388526458952682	0.825138400135294	-0.17143201896895457	-0.17143201896895457	0.1452008225985312	0.4952722578993826	1.6058158834950558	1.8959139078786296	1.8959139078786296	9.12543279925163	415.3880539442407	0.33897391833472	-24943.128305758368	-494.32454397587907	-183.51467320901952	-170.73159831541307
1900000	-25737.35236070272	-632.7961451207472	-25104.55621558197	1.1254102124520518	2023.3554641044877	16.193059721274864	0.4875795761932582	0.35926497010787406	0.398024035327484	4.7689263837467415	5.72429489839285	5.302251199085325	5.461857758243182	3.6250647487830294	4.865283460335802	3.2736007583880897	3.179700597512865	2.355512937636891	0.9983705398635252	2.5235633642796422	2.117852628194461	1.4798235539193076	2.756471702091771	3.2445659940797613	3.2126672692067224	1.769472317247538	-1.4653812514115574	0.8	8.341824168840503	0.3309366306810464	0.1949357739887171	0.2444534491573673	0.22967414617286838	0.018399683999406585	0.0032894092432999957	9.587105587337847E-4	0.003323445112955901	0.2714031877398372	-0.009713272861087478	1.6690618443445366	-0.38133479972936585	-0.38133479972936585	0.22720097521768456	0.619248737278559	0.9717905053970319	1.6310561052804489	1.6310561052804489	7.138959028236733	803.5696514128314	0.37178432565432507	-24940.25186880218	-494.32454397587907	-164.3043467797898	-88.52918338909338
2000000	-25725.23556226608	-634.6559201481025	-25090.579642117977	1.109255437369858	2023.37161887957	16.2268060208508	0.4408337303713692	8.470848321393646	9.203174298304274	9.951483403618855	9.026087906188415	9.029374603968414	7.448459056764671	6.678262728195987	7.095765304346312	5.179621386818832	3.3501668360257044	1.9831329515721177	1.981088289040499	3.613260759571293	2.6601746432871076	2.8859317855316147	3.5326686290622638	2.9984613266707543	1.7247541907215413	2.2659014384021545	-1.4218563314840527	0.8	8.322175297218028	0.320788202151988	0.19402744732185803	0.25298921436169514	0.23219513616445808	0.06412062580433542	0.0033999558873535132	8.63460618607208E-4	0.0033742263914048657	0.24388183478062692	0.1809133679903782	0.888146079479329	-0.25982504239598436	-0.25982504239598436	0.19253217692493957	0.6283290578004911	1.8604363456271609	2.510686577683378	2.510686577683378	8.58214597102796	783.4172515299659	0.3265674619110797	-24923.60908610209	-494.32454397587907	-166.9705560158872	-95.69221376282988
2100000	-25757.924884385997	-653.8970797527606	-25104.027804633235	0.9534038275273378	2023.5274704894125	15.148316769180786	0.17371882351871662	9.212917448848167	4.450972872078664	8.995745188663893	9.288758084890148	6.7826707158978925	4.321907208289827	5.634217908236971	4.647813420187355	4.333902290280928	4.632583150276099	7.162030233564818	1.630773622595603	3.6639913016127132	1.910353302985699	1.246251874564253	3.170748749568257	2.9377452725546616	3.2612998624786806	0.13767849415265565	-1.7354015740608455	0.8	8.908994203762209	0.32237271028957687	0.19709365723163735	0.24616624965645292	0.23436738282233216	0.06725736390873514	0.0034370653896924857	5.120394278751775E-4	0.0035137088670576465	0.15743194475111885	0.02894865451979413	1.0070511762977001	-0.17301515885581814	-0.17301515885581814	0.15845306707783643	0.4331198223673037	1.2222911993702508	1.3346217269699816	1.3346217269699816	7.768292610577752	871.9485514071198	0.27118410423006456	-24934.00066289516	-494.32454397587907	-170.0271417380749	-111.1086755126095
2200000	-25731.75302771826	-634.8304029644655	-25096.922624753795	0.9023624651633199	2023.5785118517765	15.498204677331966	0.09562630475032897	5.854694906295548	3.5971056608082272	9.345182182522905	7.04275246721731	6.356187741409093	6.22983406547885	7.355315244602713	8.456702847288172	8.73326113846466	11.23450549600461	3.809233379544121	1.2851936433818452	1.5783224860204297	2.337535745917784	4.154571762878126	1.3455607975922235	4.559578770391804	4.771683338889063	2.415431749618285	-2.0876273791180218	0.8	6.9234672730915925	0.3272756063294322	0.19108835870783433	0.24554603163430327	0.23609000332842908	0.04495340447627535	0.004012803092591073	9.689904681149692E-4	0.00367758967477447	0.2543605498750392	-0.24739394100805714	0.9709535299112358	-0.08978647693021684	-0.08978647693021684	0.2058814423290721	0.20081821727137517	1.0731951752902535	0.46802865162467233	0.46802865162467233	5.061275226866997	829.3742175391463	0.30753106628767063	-24934.034666436404	-494.32454397587907	-162.88795831739202	-82.08025453385679
2300000	-25727.46696135752	-623.3763218901486	-25104.090639467373	1.030904404323351	2023.4499699126166	15.744392584596234	0.045262627155180014	0.5514620996402524	3.9420905737960523	16.442553509216687	10.724408870997827	10.734475036143532	14.321131042816944	13.824791488775116	16.55351086966176	11.887905829731537	7.109578592799081	2.0709373703045815	1.343200719416992	6.884337955956297	2.0340369350360143	1.493976844088169	5.949294211605525	3.4769577380851047	2.4152288001020246	1.5567409541951758	-1.3931463521460086	0.8	8.353778483929034	0.3213391386523301	0.18916256084533825	0.2512587764775638	0.23823952402476678	0.003458026399829904	0.0038336023721957098	6.991476666682799E-4	0.0038058295928078425	0.1664990078799784	-0.009032374073813526	1.3288788827773226	-0.3366273695657495	-0.3366273695657495	0.21046710805356836	0.6365237410846879	1.2650749039759677	2.0233985308558666	2.0233985308558666	7.987620206181237	825.2569331154035	0.4130891433765709	-24938.70513894431	-494.32454397587907	-165.38550052306044	-101.79641234671394
2400000	-25745.636009497473	-633.8778742810177	-25111.758135216456	0.9849720659807325	2023.4959022509593	15.588929028575901	0.4609117119322694	8.682684535152688	6.931347877662368	4.887902749564745	2.9323944760078633	3.821138874256557	3.6338663134764992	4.20073442220362	3.499510847994824	3.9261548265550807	2.636210059937392	1.8359863007725474	3.264825766269432	2.7408496360126624	2.5056622469657084	2.581256564233239	2.119565953451513	2.975599160409132	2.5282679047814356	1.3487073320103087	-1.4674141924748763	0.8	9.397782963894013	0.3268554658213832	0.19780798287203136	0.2412759813033922	0.23406057000319214	0.11661239998453841	0.003536524882363611	5.06933645677532E-4	0.0035574707742639412	0.13236584085598926	0.137974147601066	1.1968913346766374	-0.12893886035831748	-0.12893886035831748	0.2623471528317207	0.230100884611804	0.8822074598353394	0.4335889421439189	0.43358894214391885	4.0248443814494275	824.4160749605536	0.3165135286702543	-24937.16623160397	-494.32454397587907	-174.59190361248795	-95.92424655094125
2500000	-25699.41256627165	-601.9796015793042	-25097.432964692347	0.9439971532573427	2023.5368771636824	14.411270728891873	0.956655332501598	4.6432314719310295	4.2338950166777565	3.829768813000905	4.463892612169131	4.265661161924303	4.908548868034485	2.669350142957962	1.7358873188763067	1.5061265602390883	2.7833857789725105	2.9298398747063055	1.7435617284392764	1.7479462655098803	1.6529069751726264	2.3754225371670947	1.6647893332878336	1.5540897900306039	1.831632281573878	-0.4825594020338189	-2.5221916800625683	0.8	8.354018735616185	0.3246677105363204	0.19353708419709806	0.2487248468931915	0.233070358373389	0.05623596231223196	0.004054916945109248	6.849770823837975E-4	0.003908275612649186	0.17391472696318985	0.08883108616527577	1.4659727238377613	-0.09261601124050359	-0.09261601124050359	0.40524073196985305	0.12016184348444343	0.6921345720747262	0.15818435376822576	0.15818435376822576	2.5038213679915877	862.138830450013	0.25989725830987165	-24935.407536869596	-494.32454397587907	-162.025427822752	-90.06427590109473
2600000	-25716.273310166813	-610.2476478024502	-25106.02566236436	1.0900606673506388	2023.3908136495893	15.931399326882877	0.35916136674958765	9.878280723998502	9.581675668261969	7.066471436876746	5.218418267332579	5.0829238320989205	0.5514734780322059	-0.5276156489788915	2.060670278084339	2.4811230150594845	1.8713588375146837	0.7894334249590773	1.4821475200250511	3.483608132930401	1.7350750248346534	3.4178556139690115	3.9829018559131772	3.3077920677849124	3.462188425706344	0.16561870213685603	-0.9198639360942166	0.8	7.647351432388627	0.3297464765211782	0.1903398790571696	0.2472945666598857	0.23261907776176555	0.013848451741590296	0.0034447801215732937	7.010127941944195E-4	0.0034846563535833553	0.1895066952428293	0.018630044421653964	2.797180032358852	-0.11560317630783105	-0.11560317630783105	0.3584094956384008	0.11545687634128861	0.36233291241880516	0.11686865461494539	0.1168686546149454	2.827800044413	812.7717559750104	0.22525198632526952	-24943.60992492046	-494.32454397587907	-162.4157374439005	-110.3351376674095
