SeqID;Isolate_Id;Isolate_Name;subtype;Location;lat;lon;Host;Collection_Date;Animal_Specimen_Source;Animal_Health_Status;Domestic_Status;;
>EPI_ISL_4070042|A/common_buzzard/Denmark/3794-1p1/2017|A_/_H5N8;EPI_ISL_4070042;A/common_buzzard/Denmark/3794-1p1/2017;A / H5N8;Europe / Denmark;;;Other avian;2017-03-03;;;;;
>EPI_ISL_4070083|A/gull/Denmark/18577-1/2016|A_/_H5N8;EPI_ISL_4070083;A/gull/Denmark/18577-1/2016;A / H5N8;Europe / Denmark;;;Gull;2016-11-16;;;;;
>EPI_ISL_4070217|A/great_black_backed_gull/Denmark/19069-1/2016|A_/_H5N8;EPI_ISL_4070217;A/great_black_backed_gull/Denmark/19069-1/2016;A / H5N8;Europe / Denmark;;;Gull;2016-11-16;;;;;
>EPI_ISL_4070259|A/swan/Denmark/19192-1/2016|A_/_H5N8;EPI_ISL_4070259;A/swan/Denmark/19192-1/2016;A / H5N8;Europe / Denmark;;;Swan;2016-11-19;;;;;
>EPI_ISL_4073125|A/duck/Bangladesh/44407/2020|A_/_H6N1;EPI_ISL_4073125;A/duck/Bangladesh/44407/2020;A / H6N1;Asia / Bangladesh;;;Anas sp.;2020-02-22;;;;;
>EPI_ISL_4073172|A/duck/Bangladesh/44337/2020|A_/_H6N1;EPI_ISL_4073172;A/duck/Bangladesh/44337/2020;A / H6N1;Asia / Bangladesh;;;Anas sp.;2020-02-22;;;;;
>EPI_ISL_502607|A/Anas_platyrhynchos/Belgium/195_7/2018|A_/_H11N9;EPI_ISL_502607;A/Anas_platyrhynchos/Belgium/195_7/2018;A / H11N9;Europe / Belgium;;;Anas platyrhynchos;2018-10-12;;;;;
>EPI_ISL_502736|A/Anas_platyrhynchos/Belgium/10402_H195386/2017|A_/_H1N1;EPI_ISL_502736;A/Anas_platyrhynchos/Belgium/10402_H195386/2017;A / H1N1;Europe / Belgium;;;Anas platyrhynchos;2017-11-19;;;;;
>EPI_ISL_503358|A/duck/Mongolia/876/2019|A_/_H3N8;EPI_ISL_503358;A/duck/Mongolia/876/2019;A / H3N8;Asia / Mongolia;;;Duck;2019-09-20;;;;;
>EPI_ISL_503359|A/duck/Mongolia/961/2019|A_/_H3N8;EPI_ISL_503359;A/duck/Mongolia/961/2019;A / H3N8;Asia / Mongolia;;;Duck;2019-09-20;;;;;
>EPI_ISL_506013|A/northern_shoveler/North-Kazakhstan/20/2018|A_/_H3N8;EPI_ISL_506013;A/northern_shoveler/North-Kazakhstan/20/2018;A / H3N8;Asia / Kazakhstan;;;Northern shoveler;2018-10-04;;;;;
>EPI_ISL_5061617|A/chicken/Germany-MV/AI02431/2020|A_/_H5N5;EPI_ISL_5061617;A/chicken/Germany-MV/AI02431/2020;A / H5N5;Europe / Germany / Schleswig-Holstein / Vorpommern-Rügen;;;Chicken;2020-11-09;;;;;
>EPI_ISL_5463797|A/duck/Saratov/29-02V/2021|A_/_H5N1;EPI_ISL_5463797;A/duck/Saratov/29-02V/2021;A / H5N1;Europe / Russian Federation / Saratov Oblast / Saratov;;;Anas platyrhynchos f. domestica;2021-09-30;;;;;
>EPI_ISL_5463798|A/duck/Saratov/29-03V/2021|A_/_H5N1;EPI_ISL_5463798;A/duck/Saratov/29-03V/2021;A / H5N1;Europe / Russian Federation / Saratov Oblast / Saratov;;;Anas platyrhynchos f. domestica;2021-09-30;;;;;
>EPI_ISL_5463799|A/duck/Saratov/29-04V/2021|A_/_H5N1;EPI_ISL_5463799;A/duck/Saratov/29-04V/2021;A / H5N1;Europe / Russian Federation / Saratov Oblast / Saratov;;;Anas platyrhynchos f. domestica;2021-09-30;;;;;
>EPI_ISL_5463800|A/chicken/Saratov/29-06V/2021|A_/_H5N1;EPI_ISL_5463800;A/chicken/Saratov/29-06V/2021;A / H5N1;Europe / Russian Federation / Saratov Oblast / Saratov;;;Gallus gallus domesticus;2021-09-30;;;;;
>EPI_ISL_5463801|A/chicken/Saratov/29-07V/2021|A_/_H5N1;EPI_ISL_5463801;A/chicken/Saratov/29-07V/2021;A / H5N1;Europe / Russian Federation / Saratov Oblast / Saratov;;;Gallus gallus domesticus;2021-09-30;;;;;
>EPI_ISL_5463802|A/duck/Saratov/29-08V/2021|A_/_H5N1;EPI_ISL_5463802;A/duck/Saratov/29-08V/2021;A / H5N1;Europe / Russian Federation / Saratov Oblast / Saratov;;;Anas platyrhynchos f. domestica;2021-09-30;;;;;
>EPI_ISL_5463803|A/duck/Saratov/29-11V/2021|A_/_H5N1;EPI_ISL_5463803;A/duck/Saratov/29-11V/2021;A / H5N1;Europe / Russian Federation / Saratov Oblast / Saratov;;;Anas platyrhynchos f. domestica;2021-09-30;;;;;
>EPI_ISL_5588100|A/chicken/Netherlands/21037287-006010/2021|A_/_H5N1;EPI_ISL_5588100;A/chicken/Netherlands/21037287-006010/2021;A / H5N1;Europe / Netherlands / Provincie Flevoland / Gemeente Zeewolde;;;Gallus gallus;2021-10-25;;;;;
>EPI_ISL_5588106|A/chicken/Netherlands/21037233-001/2021|A_/_H5N1;EPI_ISL_5588106;A/chicken/Netherlands/21037233-001/2021;A / H5N1;Europe / Netherlands / Provincie Noord-Holland;;;Gallus gallus;2021-10-22;;;;;
>EPI_ISL_5804788|A/Mute_swan/Netherlands/21037283-002/2021|A_/_H5N1;EPI_ISL_5804788;A/Mute_swan/Netherlands/21037283-002/2021;A / H5N1;Europe / Netherlands / Provincie Overijssel;;;Cygnus olor;2021-10-24;;;;;
>EPI_ISL_5941469|A/duck/Netherlands/21037958-001005/2021|A_/_H5N1;EPI_ISL_5941469;A/duck/Netherlands/21037958-001005/2021;A / H5N1;Europe / Netherlands / Provincie Flevoland;;;Duck;2021-11-03;;;;;
>EPI_ISL_5945412|A/European_Herring_Gull/Netherlands/21037412-002/2021|A_/_H5N1;EPI_ISL_5945412;A/European_Herring_Gull/Netherlands/21037412-002/2021;A / H5N1;Europe / Netherlands / Provincie Friesland;;;Larus argentatus;2021-10-25;;;;;
>EPI_ISL_6025676|A/Barnacle_goose/Netherlands/21037293-001/2021|A_/_H5N1;EPI_ISL_6025676;A/Barnacle_goose/Netherlands/21037293-001/2021;A / H5N1;Europe / Netherlands / Provincie Friesland;;;Branta leucopsis;2021-10-25;;;;;
>EPI_ISL_6101847|A/duck/Netherlands/21038151-001005/2021|A_/_H5N1;EPI_ISL_6101847;A/duck/Netherlands/21038151-001005/2021;A / H5N1;Europe / Netherlands / Provincie Flevoland;;;Anas platyrhynchos f. domestica;2021-11-05;;;;;
>EPI_ISL_6101868|A/black-headed_gull/Netherlands/21037589-002/2021|A_/_H5N1;EPI_ISL_6101868;A/black-headed_gull/Netherlands/21037589-002/2021;A / H5N1;Europe / Netherlands / Provincie Friesland;;;Chroicocephalus ridibundus;2021-10-27;;;;;
>EPI_ISL_614399|A/buzzard/Germany-MV/AI02166/2020|A_/_H5N5;EPI_ISL_614399;A/buzzard/Germany-MV/AI02166/2020;A / H5N5;Europe / Germany / Mecklenburg-Vorpommern;;;Buteo buteo;2020-10-29;;;;;
>EPI_ISL_632316|A/eurasian_curlew/Netherlands/20016890-001/2020|A_/_H5N1;EPI_ISL_632316;A/eurasian_curlew/Netherlands/20016890-001/2020;A / H5N1;Europe / Netherlands / Provincie Friesland / Hallum;;;Eurasian curlew;2020-11-01;;;;;
>EPI_ISL_6328022|A/chicken/Netherlands/21037907-006010/2021|A_/_H5N1;EPI_ISL_6328022;A/chicken/Netherlands/21037907-006010/2021;A / H5N1;Europe / Netherlands / Provincie Noord-Holland;;;Gallus gallus;2021-11-02;;;;;
>EPI_ISL_63510|A/garganey/Altai/1213/2007|A_/_H5N2;EPI_ISL_63510;A/garganey/Altai/1213/2007;A / H5N2;Europe / Russian Federation;;;Anas querquedula;2007-09;;;;;
>EPI_ISL_641378|A/greater_white-fronted_goose/Netherlands/20017403-004/2020|A_/_H5N5;EPI_ISL_641378;A/greater_white-fronted_goose/Netherlands/20017403-004/2020;A / H5N5;Europe / Netherlands / South Holland / Gemeente Rijswijk;;;White-fronted goose;2020-11-07;;;;;
>EPI_ISL_641517|A/sandpiper/Tomsk/112/2019|A_/_H14N7;EPI_ISL_641517;A/sandpiper/Tomsk/112/2019;A / H14N7;Europe / Russian Federation / Tomsk region;;;Sandpiper;2019-01-01;;;;;
>EPI_ISL_644125|A/goose/Omsk/0111/2020|A_/_H5N8;EPI_ISL_644125;A/goose/Omsk/0111/2020;A / H5N8;Europe / Russian Federation / Omsk Oblast / Omsk;;;Anser anser domesticus;2020-08-17;;;;;
>EPI_ISL_644126|A/chicken/Omsk/0112/2020|A_/_H5N8;EPI_ISL_644126;A/chicken/Omsk/0112/2020;A / H5N8;Europe / Russian Federation / Omsk Oblast / Omsk;;;Gallus gallus domesticus;2020-08-17;;;;;
>EPI_ISL_644127|A/goose/Omsk/0113/2020|A_/_H5N8;EPI_ISL_644127;A/goose/Omsk/0113/2020;A / H5N8;Europe / Russian Federation / Omsk Oblast / Omsk;;;Anser anser domesticus;2020-08-17;;;;;
>EPI_ISL_644150|A/chicken/Omsk/0112/2020|A_/_H5N8;EPI_ISL_644150;A/chicken/Omsk/0112/2020;A / H5N8;Europe / Russian Federation / Omsk Oblast / Omsk;;;Gallus gallus domesticus;2020-08-17;;;;;
>EPI_ISL_644737|A/peregrine_falcon/Denmark/13776-1/2020-10-30(H5N5)|A_/_H5N5;EPI_ISL_644737;A/peregrine_falcon/Denmark/13776-1/2020-10-30(H5N5);A / H5N5;Europe / Denmark / Region Sjaland / Lolland;;;Falco peregrinus;2020-10-30;;;;;
>EPI_ISL_6511912|A/goose/Czech_Republic/20689-27T/2021|A_/_H5N1;EPI_ISL_6511912;A/goose/Czech_Republic/20689-27T/2021;A / H5N1;Europe / Czech Republic / Vysocina Kraj / Okres Jihlava / Rohozna;;;Anser anser domesticus;2021-10-22;;;;;
>EPI_ISL_6512576|A/goose/Czech_Republic/20689-28T/2021|A_/_H5N1;EPI_ISL_6512576;A/goose/Czech_Republic/20689-28T/2021;A / H5N1;Europe / Czech Republic / Vysocina Kraj / Okres Jihlava / Rohozna;;;Anser anser domesticus;2021-10-22;;;;;
>EPI_ISL_660264|A/Gallus_gallus/Belgium/12168_002/2020|A_/_H5N5;EPI_ISL_660264;A/Gallus_gallus/Belgium/12168_002/2020;A / H5N5;Europe / Belgium / Provincie West-Vlaanderen / Menen;;;Gallus gallus domesticus;2020-11-18;;;;;
>EPI_ISL_6760999|A/black-headed_gull/Netherlands/21037590-002/2021|A_/_H5N1;EPI_ISL_6760999;A/black-headed_gull/Netherlands/21037590-002/2021;A / H5N1;Europe / Netherlands / Provincie Friesland;;;Chroicocephalus ridibundus;2021-10-27;;;;;
>EPI_ISL_6761001|A/mute_swan/Netherlands/21038142-001/2021|A_/_H5N1;EPI_ISL_6761001;A/mute_swan/Netherlands/21038142-001/2021;A / H5N1;Europe / Netherlands / Provincie Gelderland;;;Cygnus olor;2021-11-05;;;;;
>EPI_ISL_6761002|A/mute_swan/Netherlands/21038142-004/2021|A_/_H5N1;EPI_ISL_6761002;A/mute_swan/Netherlands/21038142-004/2021;A / H5N1;Europe / Netherlands / Provincie Gelderland;;;Cygnus olor;2021-11-05;;;;;
>EPI_ISL_6761003|A/mute_swan/Netherlands/21038142-007/2021|A_/_H5N1;EPI_ISL_6761003;A/mute_swan/Netherlands/21038142-007/2021;A / H5N1;Europe / Netherlands / Provincie Gelderland;;;Cygnus olor;2021-11-05;;;;;
>EPI_ISL_6761004|A/greylag_goose/Netherlands/21037883-001/2021|A_/_H5N1;EPI_ISL_6761004;A/greylag_goose/Netherlands/21037883-001/2021;A / H5N1;Europe / Netherlands / Provincie Flevoland;;;Anser anser;2021-11-01;;;;;
>EPI_ISL_6761010|A/mute_swan/Netherlands/21038038-001/2021|A_/_H5N1;EPI_ISL_6761010;A/mute_swan/Netherlands/21038038-001/2021;A / H5N1;Europe / Netherlands / Provincie Groningen;;;Cygnus olor;2021-11-02;;;;;
>EPI_ISL_697686|A/duck/Moscow/5743/2019|A_/_H1N1;EPI_ISL_697686;A/duck/Moscow/5743/2019;A / H1N1;Europe / Russian Federation;;;Duck;2019-10-15;;;;;
>EPI_ISL_697687|A/duck/Moscow/5744/2019|A_/_H1N1;EPI_ISL_697687;A/duck/Moscow/5744/2019;A / H1N1;Europe / Russian Federation;;;Duck;2019-10-15;;;;;
>EPI_ISL_697696|A/duck/Mongolia/451/2018|A_/_H4N1;EPI_ISL_697696;A/duck/Mongolia/451/2018;A / H4N1;Asia / Mongolia;;;Duck;2018-09-02;;;;;
>EPI_ISL_7053817|A/barnacle_goose/Sweden/SVA211111SZ0376/FB004496/2021|A_/_H5N1;EPI_ISL_7053817;A/barnacle_goose/Sweden/SVA211111SZ0376/FB004496/2021;A / H5N1;Europe / Sweden / Skane Lan / Malmo Kommun;;;Branta leucopsis;2021-11-01;;;;;
>EPI_ISL_7054770|A/European_herring_gull/Sweden/SVA211116SZ0432/FB004518/M-2021|A_/_H5N1;EPI_ISL_7054770;A/European_herring_gull/Sweden/SVA211116SZ0432/FB004518/M-2021;A / H5N1;Europe / Sweden / Hallands Lan / Hylte Kommun;;;Herring gull;2021-11-08;;;;;
>EPI_ISL_722176|A/barnacle_goose/Sweden/SVA201201SZ0353/KN003624/2020|A_/_H5N5;EPI_ISL_722176;A/barnacle_goose/Sweden/SVA201201SZ0353/KN003624/2020;A / H5N5;Europe / Sweden / Skane Lan / Staffanstorps Kommun;;;Branta leucopsis;2020-11-25;;;;;
>EPI_ISL_7267249|A/grey_heron/Netherlands/21038941-001/2021|A_/_H5N1;EPI_ISL_7267249;A/grey_heron/Netherlands/21038941-001/2021;A / H5N1;Europe / Netherlands / Provincie Gelderland;;;Other avian;2021-11-15;;;;;
>EPI_ISL_7267253|A/gull/Netherlands/21039180-002/2021|A_/_H5N1;EPI_ISL_7267253;A/gull/Netherlands/21039180-002/2021;A / H5N1;Europe / Netherlands / Provincie Noord-Holland;;;Gull;2021-11-18;;;;;
>EPI_ISL_7591585|A/Anas_platyrhynchos/Belgium/827/2020|A_/_H3N8;EPI_ISL_7591585;A/Anas_platyrhynchos/Belgium/827/2020;A / H3N8;Europe / Belgium / Province de Namur / Chevetogne;;;Mallard duck;2020-01-19;;;;;
>EPI_ISL_7683079|A/mute_swan/Netherlands/21039627-002/2021|A_/_H5N1;EPI_ISL_7683079;A/mute_swan/Netherlands/21039627-002/2021;A / H5N1;Europe / Netherlands / South Holland;;;Cygnus olor;2021-11-26;;;;;
>EPI_ISL_7748188|A/Eurasian_wigeon/Germany-SH/AI05950/2021|A_/_H5N1;EPI_ISL_7748188;A/Eurasian_wigeon/Germany-SH/AI05950/2021;A / H5N1;Europe / Germany / Schleswig-Holstein / Nordfriesland;;;Duck;2021-10-14;;;;;
>EPI_ISL_7748262|A/Eurasian_wigeon/Germany-SH/AI05952/2021|A_/_H5N1;EPI_ISL_7748262;A/Eurasian_wigeon/Germany-SH/AI05952/2021;A / H5N1;Europe / Germany / Schleswig-Holstein / Nordfriesland;;;Avian;2021-10-14;;;;;
>EPI_ISL_7753152|A/Eurasian_wigeon/Germany-SH/AI05953/2021|A_/_H5N1;EPI_ISL_7753152;A/Eurasian_wigeon/Germany-SH/AI05953/2021;A / H5N1;Europe / Germany / Schleswig-Holstein / Nordfriesland;;;Avian;2021-10-14;;;;;
>EPI_ISL_7753173|A/Eurasian_wigeon/Germany-SH/AI05956/2021|A_/_H5N1;EPI_ISL_7753173;A/Eurasian_wigeon/Germany-SH/AI05956/2021;A / H5N1;Europe / Germany / Schleswig-Holstein / Nordfriesland;;;Avian;2021-10-14;;;;;
>EPI_ISL_7753193|A/Eurasian_wigeon/Germany-SH/AI05951/2021|A_/_H5N1;EPI_ISL_7753193;A/Eurasian_wigeon/Germany-SH/AI05951/2021;A / H5N1;Europe / Germany / Schleswig-Holstein / Nordfriesland;;;Avian;2021-10-14;;;;;
>EPI_ISL_7753211|A/Eurasian_wigeon/Germany-SH/AI05954/2021|A_/_H5N1;EPI_ISL_7753211;A/Eurasian_wigeon/Germany-SH/AI05954/2021;A / H5N1;Europe / Germany / Schleswig-Holstein / Nordfriesland;;;Avian;2021-10-14;;;;;
>EPI_ISL_7753230|A/mallard/Germany-NI/AI06010/2021|A_/_H5N1;EPI_ISL_7753230;A/mallard/Germany-NI/AI06010/2021;A / H5N1;Europe / Germany / Lower Saxony / Harburg;;;Duck;2021-10-17;;;;;
>EPI_ISL_7753387|A/Eurasian_wigeon/Germany-SH/AI06143/2021|A_/_H5N1;EPI_ISL_7753387;A/Eurasian_wigeon/Germany-SH/AI06143/2021;A / H5N1;Europe / Germany / Schleswig-Holstein / Dithmarschen;;;Avian;2021-10-22;;;;;
>EPI_ISL_7753396|A/domestic_goose/Germany-SH/AI06147/2021|A_/_H5N1;EPI_ISL_7753396;A/domestic_goose/Germany-SH/AI06147/2021;A / H5N1;Europe / Germany / Schleswig-Holstein / Dithmarschen;;;Goose;2021-10-22;;;;;
>EPI_ISL_7753399|A/domestic_goose/Germany-SH/AI06150/2021|A_/_H5N1;EPI_ISL_7753399;A/domestic_goose/Germany-SH/AI06150/2021;A / H5N1;Europe / Germany / Schleswig-Holstein / Dithmarschen;;;Goose;2021-10-22;;;;;
>EPI_ISL_7753400|A/domestic_goose/Germany-SH/AI06024/2021|A_/_H5N1;EPI_ISL_7753400;A/domestic_goose/Germany-SH/AI06024/2021;A / H5N1;Europe / Germany / Schleswig-Holstein / Dithmarschen;;;Goose;2021-10-22;;;;;
>EPI_ISL_7753405|A/Eurasian_wigeon/Germany-SH/AI06142/2021|A_/_H5N1;EPI_ISL_7753405;A/Eurasian_wigeon/Germany-SH/AI06142/2021;A / H5N1;Europe / Germany / Schleswig-Holstein / Dithmarschen;;;Avian;2021-10-22;;;;;
>EPI_ISL_7753425|A/greylag_goose/Germany-SH/AI06205/2021|A_/_H5N1;EPI_ISL_7753425;A/greylag_goose/Germany-SH/AI06205/2021;A / H5N1;Europe / Germany / Schleswig-Holstein / Nordfriesland;;;Goose;2021-10-25;;;;;
>EPI_ISL_7880689|A/Gallus_gallus/Belgium/16070_003/2021|A_/_H5N1;EPI_ISL_7880689;A/Gallus_gallus/Belgium/16070_003/2021;A / H5N1;Europe / Belgium / Provincie Antwerpen / Weelde (Ravels);;;Gallus gallus domesticus;2021-12-07;;;;;
>EPI_ISL_7880696|A/Gallus_gallus/Belgium/15977/2021|A_/_H5N1;EPI_ISL_7880696;A/Gallus_gallus/Belgium/15977/2021;A / H5N1;Europe / Belgium / Provincie West-Vlaanderen / Alveringem;;;Gallus gallus domesticus;2021-12-06;;;;;
>EPI_ISL_7952123|A/barnacle_goose/Netherlands/21039750-002/2021|A_/_H5N1;EPI_ISL_7952123;A/barnacle_goose/Netherlands/21039750-002/2021;A / H5N1;Europe / Netherlands / Provincie Flevoland;;;Branta leucopsis;2021-11-25;;;;;
>EPI_ISL_7952127|A/goose/Netherlands/21039364-002/2021|A_/_H5N1;EPI_ISL_7952127;A/goose/Netherlands/21039364-002/2021;A / H5N1;Europe / Netherlands / Provincie Friesland;;;Goose;2021-11-23;;;;;
>EPI_ISL_7987329|A/common_teal/Italy/21VIR49-88/2021|A_/_H7N3;EPI_ISL_7987329;A/common_teal/Italy/21VIR49-88/2021;A / H7N3;Europe / Italy;;;Common teal;2021-01-07;;;;;
>EPI_ISL_7987333|A/mallard/Italy/21VIR6957-6/2021|A_/_H5N1;EPI_ISL_7987333;A/mallard/Italy/21VIR6957-6/2021;A / H5N1;Europe / Italy;;;Mallard;2021-08-20;;;;;
>EPI_ISL_7987334|A/duck/Italy/21VIR8024-1/2021|A_/_H5N3;EPI_ISL_7987334;A/duck/Italy/21VIR8024-1/2021;A / H5N3;Europe / Italy;;;Duck;2021-09-23;;;;;
>EPI_ISL_7987335|A/duck/Italy/21VIR8024-3/2021|A_/_H5N3;EPI_ISL_7987335;A/duck/Italy/21VIR8024-3/2021;A / H5N3;Europe / Italy;;;Duck;2021-09-23;;;;;
>EPI_ISL_7987336|A/duck/Italy/21VIR8024-4/2021|A_/_H5N3;EPI_ISL_7987336;A/duck/Italy/21VIR8024-4/2021;A / H5N3;Europe / Italy;;;Duck;2021-09-23;;;;;
>EPI_ISL_7987341|A/mallard/Italy/21VIR8919-1/2021|A_/_H5N2;EPI_ISL_7987341;A/mallard/Italy/21VIR8919-1/2021;A / H5N2;Europe / Italy;;;Mallard;2021-10-27;;;;;
>EPI_ISL_7987343|A/teal/Italy/21VIR8923-73/2021|A_/_H5N3;EPI_ISL_7987343;A/teal/Italy/21VIR8923-73/2021;A / H5N3;Europe / Italy;;;Teal;2021-10-29;;;;;
>EPI_ISL_7996368|A/mute_swan/Netherlands/21038568-005/2021|A_/_H5N1;EPI_ISL_7996368;A/mute_swan/Netherlands/21038568-005/2021;A / H5N1;Europe / Netherlands / Provincie Friesland;;;Cygnus olor;2021-11-07;;;;;
>EPI_ISL_822837|A/green_sandpiper/Netherlands/19011490-013/2019|A_/_H5N1;EPI_ISL_822837;A/green_sandpiper/Netherlands/19011490-013/2019;A / H5N1;Europe / Netherlands / Provincie Noord-Holland / Gemeente Haarlemmermeer;;;Sandpiper;2019-08-13;;;;;
>EPI_ISL_9012575|A/Mallard/Netherlands/11/2021|A_/_H5N2;EPI_ISL_9012575;A/Mallard/Netherlands/11/2021;A / H5N2;Europe / Netherlands;;;Avian;2021-12-19;;;;;
>EPI_ISL_9012694|A/guineafowl/Scotland/054471/2021|A_/_H5N1;EPI_ISL_9012694;A/guineafowl/Scotland/054471/2021;A / H5N1;Europe / United Kingdom / Angus / Scotland;;;Numida meleagris;2021-11-01;;;;;
>EPI_ISL_9012696|A/chicken/Scotland/054477/2021|A_/_H5N1;EPI_ISL_9012696;A/chicken/Scotland/054477/2021;A / H5N1;Europe / United Kingdom / Angus / Scotland;;;Gallus gallus domesticus;2021-11-01;;;;;
>EPI_ISL_9012700|A/domestic_duck/Scotland/054469/2021|A_/_H5N1;EPI_ISL_9012700;A/domestic_duck/Scotland/054469/2021;A / H5N1;Europe / United Kingdom / Angus / Scotland;;;Anas platyrhynchos;2021-11-01;;;;;
>EPI_ISL_9261739|A/Mallard/Netherlands/16/2021|A_/_H5N2;EPI_ISL_9261739;A/Mallard/Netherlands/16/2021;A / H5N2;Europe / Netherlands / Zuid-Holland;;;Avian;2021-12-23;;;;;
>EPI_ISL_9261740|A/Mallard/Netherlands/17/2021|A_/_H5N3;EPI_ISL_9261740;A/Mallard/Netherlands/17/2021;A / H5N3;Europe / Netherlands / Provincie Noord-Holland / Wieringen;;;Avian;2021-12-29;;;;;
>EPI_ISL_943551|A/Chicken/Sweden/SVA210121SZ0033/KN000273-IP3/2021|A_/_H5N5;EPI_ISL_943551;A/Chicken/Sweden/SVA210121SZ0033/KN000273-IP3/2021;A / H5N5;Europe / Sweden / Kalmar Lan / Monsteras Kommun;;;Gallus gallus domesticus;2021-01-20;;;;;
>EPI_ISL_943553|A/Chicken/Sweden/SVA210117SZ0004/KN011326-IP3/2021|A_/_H5N5;EPI_ISL_943553;A/Chicken/Sweden/SVA210117SZ0004/KN011326-IP3/2021;A / H5N5;Europe / Sweden / Kalmar Lan / Monsteras Kommun;;;Gallus gallus domesticus;2021-01-16;;;;;
>EPI_ISL_943555|A/Chicken/Sweden/SVA210117SZ0004/KN011321/2021|A_/_H5N5;EPI_ISL_943555;A/Chicken/Sweden/SVA210117SZ0004/KN011321/2021;A / H5N5;Europe / Sweden / Kalmar Lan / Monsteras Kommun;;;Gallus gallus domesticus;2021-01-16;;;;;
>EPI_ISL_9616263|A/brant_goose/Netherlands/22000648-002/2022|A_/_H5N1;EPI_ISL_9616263;A/brant_goose/Netherlands/22000648-002/2022;A / H5N1;Europe / Netherlands / Provincie Zeeland;;;Branta bernicla;2022-01-11;;;;;
>EPI_ISL_9616265|A/red_fox/Netherlands/22001901-005/2022|A_/_H5N1;EPI_ISL_9616265;A/red_fox/Netherlands/22001901-005/2022;A / H5N1;Europe / Netherlands / Provincie Utrecht;;;mammals;2022-01-27;;;;;
>EPI_ISL_9641226|A/European_Herring_Gull/Sweden/SVA211116SZ0432/FB004518/2021|A_/_H5N1;EPI_ISL_9641226;A/European_Herring_Gull/Sweden/SVA211116SZ0432/FB004518/2021;A / H5N1;Europe / Sweden / Hallands Lan / Hylte Kommun;;;Larus argentatus;2021-11-08;;;;;
>EPI_ISL_9651560|A/great_black-backed_gull/Sweden/SVA211221SZ0509/FB004872/2021|A_/_H5N1;EPI_ISL_9651560;A/great_black-backed_gull/Sweden/SVA211221SZ0509/FB004872/2021;A / H5N1;Europe / Sweden / Skane Lan / Vellinge Kommun;;;Larus marinus;2021-12-21;;;;;
>EPI_ISL_9690956|A/common_buzzard/Netherlands/22000192-001/2022|A_/_H5N1;EPI_ISL_9690956;A/common_buzzard/Netherlands/22000192-001/2022;A / H5N1;Europe / Netherlands / South Holland;;;Buteo buteo;2022-01-03;;;;;
>EPI_ISL_9856775|A/chicken/Netherlands/21037287-006010/2021|A_/_H5N1;EPI_ISL_9856775;A/chicken/Netherlands/21037287-006010/2021;A / H5N1;Europe / Netherlands / Provincie Flevoland;;;Gallus gallus;2021-10-25;;;;;
>EPI_ISL_18824201|A/greylag_goose/France/24P000660/2024|A_/_H5N1;EPI_ISL_18824201;A/greylag_goose/France/24P000660/2024;A / H5N1;Europe / France;45,95265771819387; 5,025777339195991;Greylag goose;2024-01-07;;;;;
>EPI_ISL_19030162|A/Common_Buzzard/Germany-HH/2024AI01435/2024|A_/_H5N1;EPI_ISL_19030162;A/Common Buzzard/Germany-HH/2024AI01435/2024;A / H5N1;Europe / Germany;53,522888;10,01462;Buteo buteo;2024-02-28;;;;;
>EPI_ISL_19310899|A/Cygnus_olor/Kleinandelfingen/V0969/2023|A_/_H5N1;EPI_ISL_19310899;A/Cygnus_olor/Kleinandelfingen/V0969/2023;A_/_H5N1;Europe / Switzerland / Kanton Zurich / Kleinandelfingen;47,600278;8,683333;Cygnus Olor;2023-12-25;Swab;;Wild;Anatidae;
>EPI_ISL_19081847|A/Buzzard/Norway/2024-07-136/2024 |A_/_H5N1;EPI_ISL_19081847;A/Buzzard/Norway/2024-07-136/2024 ;A_/_H5N1;Europe / Norway / Rogaland Fylke / Sandnes ;58,9325;56,258;Buteo buteo;2024-04-09 ;Tracheal swab;;Wild;Accipitridae;
>EPI_ISL_18983107|A/owl/Austria/24020512-001/2024 |A_/_H5N1;EPI_ISL_18983107;A/owl/Austria/24020512-001/2024 ;A_/_H5N1;Europe / Austria / Lower Austria / District of Gänserndorf ;48,559384;16,847432;Strigidae;2024-02-14;;Dead;Wild;Strigidae;
>EPI_ISL_18918834|A/Mallard/Netherlands/24001874-001/2024|A_/_H5N1;EPI_ISL_18918834;A/Mallard/Netherlands/24001874-001/2024;A_/_H5N1;Europe / Netherlands / Provincie Utrecht ;51,998605;5,1053452;Anas platyrhynchos;2024-01-30 ;;Dead;Wild;Anatidae;
>EPI_ISL_19139417|A/fox/Germany-HH/2024AI01565/2024|A_/_H5N1;EPI_ISL_19139417;A/fox/Germany-HH/2024AI01565/2024;A_/_H5N1;Europe / Germany;53,551;9,997;Vulpes vulpes;2024-03-01;;Dead;Mammal;Canidae;coordinates were retrieved from the centroid point of the district of Hamburg
>EPI_ISL_19139419|A/Greylag_Goose/Germany-HE/2024AI01561/2024|A_/_H5N1;EPI_ISL_19139419;A/Greylag_Goose/Germany-HE/2024AI01561/2024;A_/_H5N1;Europe / Germany;50,371;8,882;Anser anser;2024-04-03;;;Wild;Anatidae;
