SeqID;Isolate_Id;Isolate_Name;subtype;Location;lat;lon;Host;Collection_Date
>EPI_ISL_14985602|A/white-tailed_eagle/Sweden/SVA220629SZ0296/FB002045/I-2022|A_/_H5N1;EPI_ISL_14985602;A/white-tailed_eagle/Sweden/SVA220629SZ0296/FB002045/I-2022;A / H5N1;Europe / Sweden / Gotlands Lan / Gotlands Kommun;;;Halietus albicilla;2022-05-24
>EPI_ISL_14986843|A/Canada_goose/Sweden/SVA220726SZ0310/FB002420/O-2022|A_/_H5N1;EPI_ISL_14986843;A/Canada_goose/Sweden/SVA220726SZ0310/FB002420/O-2022;A / H5N1;Europe / Sweden / Vastra Gotalands Lan / Goteborgs Kommun;;;Branta canadensis;2022-07-26
>EPI_ISL_14987487|A/common_guillemot/Sweden/SVA220727SZ0354/FB002466/I-2022|A_/_H5N1;EPI_ISL_14987487;A/common_guillemot/Sweden/SVA220727SZ0354/FB002466/I-2022;A / H5N1;Europe / Sweden / Gotlands Lan / Gotlands Kommun;;;Other avian;2022-07-27
>EPI_ISL_14987682|A/_great_cormorant_/Sweden/SVA220727SZ0359/FB002476/I-2022|A_/_H5N1;EPI_ISL_14987682;A/_great_cormorant_/Sweden/SVA220727SZ0359/FB002476/I-2022;A / H5N1;Europe / Sweden / Gotlands Lan / Gotlands Kommun;;;Avian;2022-07-27
>EPI_ISL_15038821|A/chicken/Wales/114874/2022|A_/_H5N1;EPI_ISL_15038821;A/chicken/Wales/114874/2022;A / H5N1;Europe / United Kingdom / Wales;;;Chicken;2022-09-04
>EPI_ISL_15038822|A/chicken/England/114595/2022|A_/_H5N1;EPI_ISL_15038822;A/chicken/England/114595/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-09-02
>EPI_ISL_15210576|A/black-necked_swan/Netherlands/22015117-002/2022|A_/_H5N1;EPI_ISL_15210576;A/black-necked_swan/Netherlands/22015117-002/2022;A / H5N1;Europe / Netherlands / Provincie Noord-Holland;;;Cygnus melancoryphus;2022-08-20
>EPI_ISL_15473950|A/Eurasian_Spoonbill/Netherlands/22016722-002/2022|A_/_H5N1;EPI_ISL_15473950;A/Eurasian_Spoonbill/Netherlands/22016722-002/2022;A / H5N1;Europe / Netherlands / South Holland;;;Other avian;2022-08-18
>EPI_ISL_15579545|A/Sanderling/Netherlands/2/2022|A_/_H5N1;EPI_ISL_15579545;A/Sanderling/Netherlands/2/2022;A / H5N1;Europe / Netherlands / Kwade hoek, Stellendam;;;Avian;2022-10-09
>EPI_ISL_15581791|A/Mallard/Netherlands/21/2022|A_/_H5N1;EPI_ISL_15581791;A/Mallard/Netherlands/21/2022;A / H5N1;Europe / Netherlands / Oud-Albas;;;Avian;2022-10-11
>EPI_ISL_15581792|A/Mallard/Netherlands/22/2022|A_/_H5N1;EPI_ISL_15581792;A/Mallard/Netherlands/22/2022;A / H5N1;Europe / Netherlands / Oud-Albas;;;Avian;2022-10-13
>EPI_ISL_15585749|A/Chicken/England/127733/2022|A_/_H5N1;EPI_ISL_15585749;A/Chicken/England/127733/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-06
>EPI_ISL_15585750|A/Chicken/England/127861/2022|A_/_H5N1;EPI_ISL_15585750;A/Chicken/England/127861/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-06
>EPI_ISL_15585754|A/Chicken/England/129733/2022|A_/_H5N1;EPI_ISL_15585754;A/Chicken/England/129733/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-10
>EPI_ISL_15585760|A/Domestic_Goose/England/127100/2022|A_/_H5N1;EPI_ISL_15585760;A/Domestic_Goose/England/127100/2022;A / H5N1;Europe / United Kingdom / England;;;Domestic goose;2022-10-05
>EPI_ISL_15585762|A/Guinea_Fowl/England/127733/2022|A_/_H5N1;EPI_ISL_15585762;A/Guinea_Fowl/England/127733/2022;A / H5N1;Europe / United Kingdom / England;;;Guinea fowl;2022-10-06
>EPI_ISL_15585841|A/Turkey/England/129968/2022|A_/_H5N1;EPI_ISL_15585841;A/Turkey/England/129968/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-10
>EPI_ISL_15585857|A/chicken/England/118935/2022|A_/_H5N1;EPI_ISL_15585857;A/chicken/England/118935/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-09-18
>EPI_ISL_15585886|A/chicken/England/133051/2022|A_/_H5N1;EPI_ISL_15585886;A/chicken/England/133051/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-16
>EPI_ISL_15585896|A/greylag_goose/England/125886/2022|A_/_H5N1;EPI_ISL_15585896;A/greylag_goose/England/125886/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Greylag goose;2022-09-12
>EPI_ISL_15585897|A/greylag_goose/England/312865/2022|A_/_H5N1;EPI_ISL_15585897;A/greylag_goose/England/312865/2022;A / H5N1;Europe / United Kingdom / England;;;Greylag goose;2022-10-03
>EPI_ISL_15585904|A/pheasant/England/132162/2022|A_/_H5N1;EPI_ISL_15585904;A/pheasant/England/132162/2022;A / H5N1;Europe / United Kingdom / England;;;Pheasant;2022-09-05
>EPI_ISL_15585906|A/pheasant/England/393437/2022|A_/_H5N1;EPI_ISL_15585906;A/pheasant/England/393437/2022;A / H5N1;Europe / United Kingdom / England;;;Pheasant;2022-08-26
>EPI_ISL_15585910|A/turkey/England/132460/2022|A_/_H5N1;EPI_ISL_15585910;A/turkey/England/132460/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-15
>EPI_ISL_15585911|A/turkey/England/132948/2022|A_/_H5N1;EPI_ISL_15585911;A/turkey/England/132948/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-15
>EPI_ISL_15586107|A/Bufflehead_Duck/Northern_Ireland/012321/2022|A_/_H5N1;EPI_ISL_15586107;A/Bufflehead_Duck/Northern_Ireland/012321/2022;A / H5N1;Europe / United Kingdom / Northern Ireland;;;Duck;2022-10-10
>EPI_ISL_15586108|A/Carolina_Duck/England/128445/2022|A_/_H5N1;EPI_ISL_15586108;A/Carolina_Duck/England/128445/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-07
>EPI_ISL_15586112|A/Domestic_Duck/England/128822/2022|A_/_H5N1;EPI_ISL_15586112;A/Domestic_Duck/England/128822/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-09
>EPI_ISL_15586113|A/Domestic_Duck/England/128927/2022|A_/_H5N1;EPI_ISL_15586113;A/Domestic_Duck/England/128927/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-09
>EPI_ISL_15586116|A/Nene_Goose/Northern_Ireland/013322/2022|A_/_H5N1;EPI_ISL_15586116;A/Nene_Goose/Northern_Ireland/013322/2022;A / H5N1;Europe / United Kingdom / Northern Ireland;;;Goose;2022-10-10
>EPI_ISL_15586117|A/Whistling_Duck/England/128441/2022|A_/_H5N1;EPI_ISL_15586117;A/Whistling_Duck/England/128441/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-07
>EPI_ISL_15586122|A/domestic_duck/England/117887/2022|A_/_H5N1;EPI_ISL_15586122;A/domestic_duck/England/117887/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-09-09
>EPI_ISL_15586124|A/domestic_duck/England/125290/2022|A_/_H5N1;EPI_ISL_15586124;A/domestic_duck/England/125290/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-09-20
>EPI_ISL_15586126|A/domestic_duck/England/130575/2022|A_/_H5N1;EPI_ISL_15586126;A/domestic_duck/England/130575/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-12
>EPI_ISL_15586128|A/domestic_duck/England/132948/2022|A_/_H5N1;EPI_ISL_15586128;A/domestic_duck/England/132948/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-13
>EPI_ISL_15586134|A/mute_swan/England/125329/2022|A_/_H5N1;EPI_ISL_15586134;A/mute_swan/England/125329/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-09-18
>EPI_ISL_15699799|A/Gallus_gallus/Belgium/11445_0002/2022|A_/_H5N1;EPI_ISL_15699799;A/Gallus_gallus/Belgium/11445_0002/2022;A / H5N1;Europe / Belgium / Provincie West-Vlaanderen / Wingene;;;Gallus gallus domesticus;2022-10-01
>EPI_ISL_15942297|A/domestic_duck/England/152473/2022|A_/_H5N1;EPI_ISL_15942297;A/domestic_duck/England/152473/2022;A / H5N1;Europe / United Kingdom;;;Duck;2022-11-15
>EPI_ISL_15957654|A/chicken/England/138249/2022|A_/_H5N1;EPI_ISL_15957654;A/chicken/England/138249/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-20
>EPI_ISL_15957666|A/turkey/England/138429/2022|A_/_H5N1;EPI_ISL_15957666;A/turkey/England/138429/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-20
>EPI_ISL_15957672|A/chicken/England/138486/2022|A_/_H5N1;EPI_ISL_15957672;A/chicken/England/138486/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-21
>EPI_ISL_15957678|A/chicken/England/138597/2022|A_/_H5N1;EPI_ISL_15957678;A/chicken/England/138597/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-21
>EPI_ISL_15957708|A/turkey/England/140733/2022|A_/_H5N1;EPI_ISL_15957708;A/turkey/England/140733/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-24
>EPI_ISL_15957715|A/Indian_runner_ducks/England/140750/2022|A_/_H5N1;EPI_ISL_15957715;A/Indian_runner_ducks/England/140750/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-10-24
>EPI_ISL_15957728|A/Chicken/England/141539/2022|A_/_H5N1;EPI_ISL_15957728;A/Chicken/England/141539/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-28
>EPI_ISL_15957730|A/Turkey/England/141755/2022|A_/_H5N1;EPI_ISL_15957730;A/Turkey/England/141755/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-29
>EPI_ISL_15957731|A/Turkey/England/141822/2022|A_/_H5N1;EPI_ISL_15957731;A/Turkey/England/141822/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-10-29
>EPI_ISL_15957774|A/Chicken/England/141990/2022|A_/_H5N1;EPI_ISL_15957774;A/Chicken/England/141990/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-29
>EPI_ISL_15957785|A/Chicken/England/142196/2022|A_/_H5N1;EPI_ISL_15957785;A/Chicken/England/142196/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-31
>EPI_ISL_15957792|A/Chicken/England/142361/2022|A_/_H5N1;EPI_ISL_15957792;A/Chicken/England/142361/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-10-31
>EPI_ISL_15957798|A/Turkey/England/143029/2022|A_/_H5N1;EPI_ISL_15957798;A/Turkey/England/143029/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-11-01
>EPI_ISL_15957837|A/Turkey/England/144040/2022|A_/_H5N1;EPI_ISL_15957837;A/Turkey/England/144040/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-11-02
>EPI_ISL_15957844|A/Domestic_Goose/England/145097/2022|A_/_H5N1;EPI_ISL_15957844;A/Domestic_Goose/England/145097/2022;A / H5N1;Europe / United Kingdom / England;;;Goose;2022-11-03
>EPI_ISL_15957865|A/turkey/England/145657/2022|A_/_H5N1;EPI_ISL_15957865;A/turkey/England/145657/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-11-03
>EPI_ISL_15957906|A/domestic_goose/Wales/146569/2022|A_/_H5N1;EPI_ISL_15957906;A/domestic_goose/Wales/146569/2022;A / H5N1;Europe / United Kingdom / Wales;;;Goose;2022-11-06
>EPI_ISL_15957912|A/guinea_fowl/Wales/146571/2022|A_/_H5N1;EPI_ISL_15957912;A/guinea_fowl/Wales/146571/2022;A / H5N1;Europe / United Kingdom / Wales;;;Other avian;2022-11-06
>EPI_ISL_15957919|A/turkey/England/147354/2022|A_/_H5N1;EPI_ISL_15957919;A/turkey/England/147354/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-11-07
>EPI_ISL_15957966|A/chicken/England/150351/2022|A_/_H5N1;EPI_ISL_15957966;A/chicken/England/150351/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-11-13
>EPI_ISL_15958004|A/domestic_duck/England/152473/2022|A_/_H5N1;EPI_ISL_15958004;A/domestic_duck/England/152473/2022;A / H5N1;Europe / United Kingdom / England;;;Duck;2022-11-15
>EPI_ISL_16350797|A/Greylag_goose/Sweden/SVA221112SZ0323/FB004621/M-2022|A_/_H5N1;EPI_ISL_16350797;A/Greylag_goose/Sweden/SVA221112SZ0323/FB004621/M-2022;A / H5N1;Europe / Sweden / Skane Lan / Trelleborgs Kommun;;;Greylag goose;2022-11-18
>EPI_ISL_16384125|A/pheasant/England/331075/2022|A_/_H5N1;EPI_ISL_16384125;A/pheasant/England/331075/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-10-31
>EPI_ISL_16384139|A/domestic_goose/England/121576/2022|A_/_H5N1;EPI_ISL_16384139;A/domestic_goose/England/121576/2022;A / H5N1;Europe / United Kingdom / England;;;Domestic goose;2022-09-22
>EPI_ISL_16384140|A/Domestic_goose/England/153783/2022|A_/_H5N1;EPI_ISL_16384140;A/Domestic_goose/England/153783/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-11-16
>EPI_ISL_16384143|A/Turkey/England/154210/2022|A_/_H5N1;EPI_ISL_16384143;A/Turkey/England/154210/2022;A / H5N1;Europe / United Kingdom / England;;;Meleagris gallopavo;2022-11-19
>EPI_ISL_16384146|A/Chicken/England/154451/2022|A_/_H5N1;EPI_ISL_16384146;A/Chicken/England/154451/2022;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2022-11-20
>EPI_ISL_16384147|A/Chicken/England/155942/2022|A_/_H5N1;EPI_ISL_16384147;A/Chicken/England/155942/2022;A / H5N1;Europe / United Kingdom / England;;;Gallus gallus domesticus;2022-11-20
>EPI_ISL_16384152|A/Barnacle_goose/Northern_Ireland/159014/2022|A_/_H5N1;EPI_ISL_16384152;A/Barnacle_goose/Northern_Ireland/159014/2022;A / H5N1;Europe / United Kingdom / Northern Ireland;;;Other avian;2022-11-17
>EPI_ISL_16384156|A/Domestic_duck/England/159770/2022|A_/_H5N1;EPI_ISL_16384156;A/Domestic_duck/England/159770/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-11-28
>EPI_ISL_16384157|A/Peregrine_falcon/England/161113/2022|A_/_H5N1;EPI_ISL_16384157;A/Peregrine_falcon/England/161113/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-11-29
>EPI_ISL_16384161|A/domestic_duck/England/164793/2022|A_/_H5N1;EPI_ISL_16384161;A/domestic_duck/England/164793/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-12-06
>EPI_ISL_16384166|A/mute_swan/Scotland/164387/2022|A_/_H5N1;EPI_ISL_16384166;A/mute_swan/Scotland/164387/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Other avian;2022-11-22
>EPI_ISL_16384168|A/greylag_goose/England/255248/2022|A_/_H5N1;EPI_ISL_16384168;A/greylag_goose/England/255248/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-11-30
>EPI_ISL_16384175|A/mute_swan/England/119719/2022|A_/_H5N1;EPI_ISL_16384175;A/mute_swan/England/119719/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-12-01
>EPI_ISL_16384178|A/canada_goose/England/119770/2022|A_/_H5N1;EPI_ISL_16384178;A/canada_goose/England/119770/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-11-30
>EPI_ISL_16384179|A/mute_swan/England/119898/2022|A_/_H5N1;EPI_ISL_16384179;A/mute_swan/England/119898/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-12-05
>EPI_ISL_16384180|A/greylag_goose/England/119911/2022|A_/_H5N1;EPI_ISL_16384180;A/greylag_goose/England/119911/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-12-06
>EPI_ISL_16384181|A/mute_swan/England/119920/2022|A_/_H5N1;EPI_ISL_16384181;A/mute_swan/England/119920/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-12-06
>EPI_ISL_16384195|A/mute_swan/England/395870/2022|A_/_H5N1;EPI_ISL_16384195;A/mute_swan/England/395870/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-11-30
>EPI_ISL_16384196|A/canada_goose/England/395873/2022|A_/_H5N1;EPI_ISL_16384196;A/canada_goose/England/395873/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-11-30
>EPI_ISL_16384199|A/domestic_duck/England/170578/2022|A_/_H5N1;EPI_ISL_16384199;A/domestic_duck/England/170578/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-12-19
>EPI_ISL_16444163|A/domestic_duck/England/165186/2022|A_/_H5N1;EPI_ISL_16444163;A/domestic_duck/England/165186/2022;A / H5N1;Europe / United Kingdom / England;;;Anas platyrhynchos;2022-12-10
>EPI_ISL_16547552|A/Mustela_furo/Belgium/14312-0001/2022|A_/_H5N1;EPI_ISL_16547552;A/Mustela_furo/Belgium/14312-0001/2022;A / H5N1;Europe / Belgium / Provincie Limburg / Riemst;;;Ferret;2022-12-08
>EPI_ISL_16574488|A/chicken/England/171595/2022|A_/_H5N1;EPI_ISL_16574488;A/chicken/England/171595/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-12-20
>EPI_ISL_16574569|A/chicken/England/175137/2022|A_/_H5N1;EPI_ISL_16574569;A/chicken/England/175137/2022;A / H5N1;Europe / United Kingdom / England;;;Chicken;2022-12-29
>EPI_ISL_16574599|A/mute_swan/England/119983/2022|A_/_H5N1;EPI_ISL_16574599;A/mute_swan/England/119983/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-12-07
>EPI_ISL_16574644|A/canada_goose/England/120296/2022|A_/_H5N1;EPI_ISL_16574644;A/canada_goose/England/120296/2022;A / H5N1;Europe / United Kingdom / England;;;Goose;2022-12-15
>EPI_ISL_16574692|A/mute_swan/England/335696/2022|A_/_H5N1;EPI_ISL_16574692;A/mute_swan/England/335696/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-12-13
>EPI_ISL_16574697|A/canada_goose/England/396207/2022|A_/_H5N1;EPI_ISL_16574697;A/canada_goose/England/396207/2022;A / H5N1;Europe / United Kingdom / England;;;Goose;2022-12-10
>EPI_ISL_16574723|A/mute_swan/England/396216/2022|A_/_H5N1;EPI_ISL_16574723;A/mute_swan/England/396216/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-12-10
>EPI_ISL_16574736|A/goose/England/396398/2022|A_/_H5N1;EPI_ISL_16574736;A/goose/England/396398/2022;A / H5N1;Europe / United Kingdom / England;;;Goose;2022-12-17
>EPI_ISL_16574756|A/common_buzzard/England/396648/2022|A_/_H5N1;EPI_ISL_16574756;A/common_buzzard/England/396648/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-12-20
>EPI_ISL_16676471|A/Gallus_gallus/Belgium/00322-0002/2023|A_/_H5N1;EPI_ISL_16676471;A/Gallus_gallus/Belgium/00322-0002/2023;A / H5N1;Europe / Belgium / Provincie Limburg / Tongeren;;;Gallus gallus domesticus;2023-01-10
>EPI_ISL_16676474|A/Gallus_gallus/Belgium/14733-0001/2022|A_/_H5N1;EPI_ISL_16676474;A/Gallus_gallus/Belgium/14733-0001/2022;A / H5N1;Europe / Belgium / Provincie West-Vlaanderen / Diksmuide;;;Gallus gallus domesticus;2022-12-20
>EPI_ISL_16676489|A/Anas_platyrhynchos_domesticus/Belgium/14735-0001/2022|A_/_H5N1;EPI_ISL_16676489;A/Anas_platyrhynchos_domesticus/Belgium/14735-0001/2022;A / H5N1;Europe / Belgium / Provincie West-Vlaanderen / Diksmuide;;;Anas platyrhynchos var. domesticus;2022-12-21
>EPI_ISL_16809297|A/Gallus_gallus/Belgium/00548_0001/2023|A_/_H5N1;EPI_ISL_16809297;A/Gallus_gallus/Belgium/00548_0001/2023;A / H5N1;Europe / Belgium / Provincie West-Vlaanderen / Wervik;;;Gallus gallus domesticus;2023-01-19
>EPI_ISL_16809999|A/Anser_anser_domesticus/Belgium/12994_0002/2022|A_/_H5N1;EPI_ISL_16809999;A/Anser_anser_domesticus/Belgium/12994_0002/2022;A / H5N1;Europe / Belgium / Provincie Antwerpen / Nijlen;;;Anser anser domesticus;2022-11-02
>EPI_ISL_16810562|A/Mixed_wild_birds/Belgium/10368_0001/2022|A_/_H5N1;EPI_ISL_16810562;A/Mixed_wild_birds/Belgium/10368_0001/2022;A / H5N1;Europe / Belgium / Province de Liege / Clavier;;;Wild birds;2022-08-30
>EPI_ISL_16811197|A/chicken/England/010290/2023|A_/_H5N1;EPI_ISL_16811197;A/chicken/England/010290/2023;A / H5N1;Europe / United Kingdom / England;;;Chicken;2023-01-16
>EPI_ISL_16811199|A/Mute_Swan/England/120693/2022|A_/_H5N1;EPI_ISL_16811199;A/Mute_Swan/England/120693/2022;A / H5N1;Europe / United Kingdom / England;;;Other avian;2022-12-30
>EPI_ISL_16811201|A/Greylag_Goose/England/120696/2022|A_/_H5N1;EPI_ISL_16811201;A/Greylag_Goose/England/120696/2022;A / H5N1;Europe / United Kingdom / England;;;Goose;2022-12-30
>EPI_ISL_16811205|A/Pink-Footed_Goose/England/120645/2022|A_/_H5N1;EPI_ISL_16811205;A/Pink-Footed_Goose/England/120645/2022;A / H5N1;Europe / United Kingdom / England;;;Goose;2022-12-29
>EPI_ISL_16904550|A/Turkey/England/150027/2022|A_/_H5N1;EPI_ISL_16904550;A/Turkey/England/150027/2022;A / H5N1;Europe / United Kingdom / England;;;Turkey;2022-11-11
>EPI_ISL_16904551|A/Chicken/Scotland/170118/2022|A_/_H5N1;EPI_ISL_16904551;A/Chicken/Scotland/170118/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Chicken;2022-12-17
>EPI_ISL_16904553|A/Harbour_Seal/Scotland/162919/2022|A_/_H5N1;EPI_ISL_16904553;A/Harbour_Seal/Scotland/162919/2022;A / H5N1;Europe / United Kingdom / Scotland;;;Seal;2022-03-12
>EPI_ISL_16956028|A/Harris_Hawk/Scotland/014071/2023|A_/_H5N1;EPI_ISL_16956028;A/Harris_Hawk/Scotland/014071/2023;A / H5N1;Europe / United Kingdom / Scotland;;;Other avian;2023-01-24
>EPI_ISL_16956376|A/Mute_Swan/Scotland/015644/2023|A_/_H5N1;EPI_ISL_16956376;A/Mute_Swan/Scotland/015644/2023;A / H5N1;Europe / United Kingdom / Scotland;;;Other avian;2023-01-23
>EPI_ISL_16956445|A/Common_Buzzard/England/121458/2023|A_/_H5N1;EPI_ISL_16956445;A/Common_Buzzard/England/121458/2023;A / H5N1;Europe / United Kingdom / England;;;Other avian;2023-01-20
>EPI_ISL_16969355|A/barnacle_goose/Sweden/SVA230125SZ0350/FB000207/N-2023|A_/_H5N1;EPI_ISL_16969355;A/barnacle_goose/Sweden/SVA230125SZ0350/FB000207/N-2023;A / H5N1;Europe / Sweden / Hallands Lan / Kungsbacka Kommun;;;Branta leucopsis;2023-01-10
>EPI_ISL_16984869|A/Anser_brachyrhynchus/Belgium/14776_0001/2022|A_/_H5N1;EPI_ISL_16984869;A/Anser_brachyrhynchus/Belgium/14776_0001/2022;A / H5N1;Europe / Belgium / Provincie West-Vlaanderen / Ingelmunster ;;;Anser brachyrhynchus;2022-12-15
>EPI_ISL_17008431|A/White_Stork/Netherlands/23002318-002/2023|A_/_H5N1;EPI_ISL_17008431;A/White_Stork/Netherlands/23002318-002/2023;A / H5N1;Europe / Netherlands / South Holland;;;Other avian;2023-02-06
>EPI_ISL_17033243|A/Great_black-backed_gull/Netherlands/1/2023|A_/_H5N1;EPI_ISL_17033243;A/Great_black-backed_gull/Netherlands/1/2023;A / H5N1;Europe / Netherlands / Enkhuizen, IJsselmeer, De Kreupel;;;Avian;2023-02-03
>EPI_ISL_17033244|A/Peregrine_falcon/Netherlands/3/2023|A_/_H5N1;EPI_ISL_17033244;A/Peregrine_falcon/Netherlands/3/2023;A / H5N1;Europe / Netherlands / Oirschot;;;Avian;2023-02-06
>EPI_ISL_17033246|A/Peregrine_falcon/Netherlands/5/2023|A_/_H5N1;EPI_ISL_17033246;A/Peregrine_falcon/Netherlands/5/2023;A / H5N1;Europe / Netherlands / Oirschot;;;Avian;2023-02-06
>EPI_ISL_17072114|A/Mustela_putorius/Belgium/01421_0001/2023|A_/_H5N1;EPI_ISL_17072114;A/Mustela_putorius/Belgium/01421_0001/2023;A / H5N1;Europe / Belgium / Provincie West-Vlaanderen / Tielt;;;Other mammals;2023-02-09
>EPI_ISL_17072173|A/Gallus_gallus/Belgium/01111_0002/2023|A_/_H5N1;EPI_ISL_17072173;A/Gallus_gallus/Belgium/01111_0002/2023;A / H5N1;Europe / Belgium / Provincie Oost-Vlaanderen / Berlare;;;Gallus gallus domesticus;2023-02-03
>EPI_ISL_17072337|A/chicken/Wales/023780/2023|A_/_H5N1;EPI_ISL_17072337;A/chicken/Wales/023780/2023;A / H5N1;Europe / United Kingdom / Wales;;;Chicken;2023-02-11
>EPI_ISL_17072339|A/canada_goose/England/121823/2023|A_/_H5N1;EPI_ISL_17072339;A/canada_goose/England/121823/2023;A / H5N1;Europe / United Kingdom / England;;;Goose;2023-01-30
>EPI_ISL_17072341|A/tawny_owl/England/397504/2023|A_/_H5N1;EPI_ISL_17072341;A/tawny_owl/England/397504/2023;A / H5N1;Europe / United Kingdom / England;;;Other avian;2023-01-28
>EPI_ISL_17072781|A/Domestic_duck/Wales/020076/2023|A_/_H5N1;EPI_ISL_17072781;A/Domestic_duck/Wales/020076/2023;A / H5N1;Europe / United Kingdom / Wales;;;Duck;2023-02-05
>EPI_ISL_17167249|A/grey_seal/Germany-SH/AI01973/2023|A_/_H5N1;EPI_ISL_17167249;A/grey_seal/Germany-SH/AI01973/2023;A / H5N1;Europe / Germany / Schleswig-Holstein / SH;;;Seal;2023-02-27
>EPI_ISL_17208171|A/Great_black-backed_gull/Netherlands/2/2023|A_/_H5N1;EPI_ISL_17208171;A/Great_black-backed_gull/Netherlands/2/2023;A / H5N1;Europe / Netherlands / Europoort, Tennesseehaven;;;Avian;2023-02-20
>EPI_ISL_17214731|A/chicken/England/030083/2023|A_/_H5N1;EPI_ISL_17214731;A/chicken/England/030083/2023;A / H5N1;Europe / United Kingdom / England;;;Chicken;2023-02-22
>EPI_ISL_17214732|A/greylag_goose/England/321390/2023|A_/_H5N1;EPI_ISL_17214732;A/greylag_goose/England/321390/2023;A / H5N1;Europe / United Kingdom / England;;;Goose;2023-02-14
>EPI_ISL_17257532|A/Bush_dog/England/037680/2022|A_/_H5N1;EPI_ISL_17257532;A/Bush_dog/England/037680/2022;A / H5N1;Europe / United Kingdom / England;;;Other mammals;2022-11-18
>EPI_ISL_17465832|A/harbour_porpoise/England/040497/2023|A_/_H5N1;EPI_ISL_17465832;A/harbour_porpoise/England/040497/2023;A / H5N1;Europe / United Kingdom / England;;;Other mammals;2023-02-06
>EPI_ISL_17465833|A/common_dolphin/Wales/040498/2023|A_/_H5N1;EPI_ISL_17465833;A/common_dolphin/Wales/040498/2023;A / H5N1;Europe / United Kingdom / Wales;;;Other mammals;2023-02-20
>EPI_ISL_17465834|A/common_dolphin/England/040499/2023|A_/_H5N1;EPI_ISL_17465834;A/common_dolphin/England/040499/2023;A / H5N1;Europe / United Kingdom / England;;;Other mammals;2023-02-20
